,cat,dosen,id,mhs,name,prov,url
0,,0,,0,N/A,,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NEI0QjIzQzEtOEUwQy00ODI1LTg5RkEtNzY1NDAxQzVFOUM1
1,Negeri,2442,001001,30795,Universitas Gadjah Mada,Prop. D.I. Yogyakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/OEVEMUQwQ0UtRjEyMi00QjM3LUE4NDktMjVGODFCMzM1Mzk1
2,Negeri,2227,001002,46193,Universitas Indonesia,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MEQxRTYzRTktQ0JGQi00NTQ2LUEyNDItODc1QzMxMDA4M0E1
3,Negeri,1562,001003,2215,Universitas Sumatera Utara,Prop. Sumatera Utara,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QzY2QTlEOTQtNDBDOC00QjcyLUFGQjktNDM4NDczNjRCMUJF
4,Negeri,1649,001004,31190,Universitas Airlangga,Prop. Jawa Timur,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NUFBREYzREYtRDBGOC00QTE3LUJERkQtNjEwOEZDNUNFNDA1
5,Negeri,1769,001005,21567,Universitas Hasanuddin,Prop. Sulawesi Selatan,http://forlap.ristekdikti.go.id/perguruantinggi/detail/REUyQ0Y5MTAtMUI5OC00RTQ4LUE2NjUtNENBOEY2MDA1MjU5
6,Negeri,1491,001006,20131,Universitas Andalas,Prop. Sumatera Barat,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MTgwNENDNjYtQ0IxOS00RTkzLThCM0YtMUFGNzFBRDQ2OUZG
7,Negeri,1853,001007,27260,Universitas Padjadjaran,Prop. Jawa Barat,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QjVGREYzNDctOTMxRC00NkM4LUJCOTUtMjBCN0IxQzhCNUJB
8,Negeri,1670,001008,36208,Universitas Diponegoro,Prop. Jawa Tengah,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NTREMDFCRjMtODI1NS00NzRCLUI5NkQtNDQyNjEzNUVFRDAx
9,Negeri,1258,001009,27658,Universitas Sriwijaya,Prop. Sumatera Selatan,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NEE4MDMzNzMtQzUyMS00RjQ0LTg4RDAtQkUyOEFEQTlFNjdB
10,Negeri,1085,001010,18736,Universitas Lambung Mangkurat,Prop. Kalimantan Selatan,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NzM0MzdDRTAtMTYyRC00RDI0LTg2QkUtRDQxOUY5NTE4NjhE
11,Negeri,1627,001011,26279,Universitas Syiah Kuala,Prop. Aceh,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MEU2MEIxODQtMTI5My00NTI1LThDQzAtNDAwODIwMTJFODMw
12,Negeri,1673,001012,21557,Universitas Sam Ratulangi,Prop. Sulawesi Utara,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RTE4RkZCQkMtMUJEOS00OTQyLTg1RDItMTNCMDIyMkVFMENG
13,Negeri,1626,001013,17465,Universitas Udayana,Prop. Bali,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NEFGNzM0OTgtMzgwMy00RjQ5LUFBNjQtQ0FGODJDNTU0Q0NF
14,Negeri,866,001014,12243,Universitas Nusa Cendana,Prop. Nusa Tenggara Timur,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NDc2RjBCMEItNDhENS00MzhBLTk3MjEtNDFBMUNFQjY0N0Ix
15,Negeri,980,001015,16093,Universitas Mulawarman,Prop. Kalimantan Timur,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RTg5MEVGRDYtRURDMy00NkI5LThERjYtRTlGMjRCRDhFMUEy
16,Negeri,1066,001016,16550,Universitas Mataram,Prop. Nusa Tenggara Barat,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QzE1NkRFRkQtNzgyQS00NTlCLUIxMzQtMjRDNDY0OEE5RDEz
17,Negeri,1120,001017,31782,Universitas Riau,Prop. Riau,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NTUxOEY0OUQtQzk4RS00OUIwLUEzOTQtRTc1NzUzQjAzQzkz
18,Negeri,611,001018,28514,Universitas Cenderawasih,Prop. Papua,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RjJBNjhDMUYtNTE2Qi00QTZELTkyRTQtMzRFNUMxMUJCNjhE
19,Negeri,1912,001019,41707,Universitas Brawijaya,Prop. Jawa Timur,http://forlap.ristekdikti.go.id/perguruantinggi/detail/OTlBM0I3QUYtNjQ3MC00RDE4LThCMDYtMDk5NDFFNjYzQjA3
20,Negeri,901,001020,14622,Universitas Jambi,Prop. Jambi,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NDg3MTU0NjktQzE2NS00ODJELUI3QkYtODdCOEEyNjhFNUEz
21,Negeri,1095,001021,4763,Universitas Pattimura,Prop. Maluku,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NEU5QUY4MUQtRjczNy00N0RBLTkyRkMtRDJBRTAyNEE5QzM0
22,Negeri,953,001022,26355,Universitas Tanjungpura,Prop. Kalimantan Barat,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RUYyQTU1QjctMUNCOC00MEZDLThEMzctQjExMDQ0MEU0MjVF
23,Negeri,1079,001023,17454,Universitas Jenderal Soedirman,Prop. Jawa Tengah,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MzZBQjRBN0EtMEY3OS00RjZDLTkwNkMtQzMwQTU2MEZCNDQ4
24,Negeri,750,001024,11170,Universitas Palangka Raya,Prop. Kalimantan Tengah,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NThGQ0ZFN0EtQjBEMy00Rjc1LTkwOTktNEVDRjg0MUYzOEVB
25,Negeri,1029,001025,28353,Universitas Jember,Prop. Jawa Timur,http://forlap.ristekdikti.go.id/perguruantinggi/detail/Qjk1MDdGQUItMjg3NC00RENELTlDMzctNEM5MjFDMjMxMjEw
26,Negeri,1182,001026,22179,Universitas Lampung,Prop. Lampung,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RTJCNzA1QTctMTczRS00NjRBLTlGQUMtNTA5MTI4NzA5NTE1
27,Negeri,1588,001027,29831,Universitas Sebelas Maret,Prop. Jawa Tengah,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NUJGM0FDMUQtMzZGNC00MzM4LUFDMEUtMTA2RDY5N0MzMzAx
28,Negeri,1273,001028,30365,Universitas Tadulako,Prop. Sulawesi Tengah,http://forlap.ristekdikti.go.id/perguruantinggi/detail/OEU1RDE5NUEtMDAzNS00MUFBLUFGRUYtREI3MTVBMzdCOERB
29,Negeri,1299,001029,17314,Universitas Halu Oleo,Prop. Sulawesi Tenggara,http://forlap.ristekdikti.go.id/perguruantinggi/detail/OTBDQzA2QTktODNFNC00REQ4LTlCMDYtRThEMjA1QTBEOUYw
30,Negeri,747,001030,7541,Universitas Bengkulu,Prop. Bengkulu,http://forlap.ristekdikti.go.id/perguruantinggi/detail/Nzc2MEYyNDMtOUI3Ri00Njk5LThGRjMtRjlBNkFCQTE3NEI3
31,Negeri,689,001031,278979,Universitas Terbuka,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MEY0NjBGOTctNkQ0Ny00RDk2LThBMkEtNDM2MUVBMDRGM0U4
32,Negeri,961,001032,39264,Universitas Negeri Padang,Prop. Sumatera Barat,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MTc4NEI5MjctMzQ3QS00MjVELThEQ0YtN0NFOEZENEUwMDAy
33,Negeri,944,001033,26483,Universitas Negeri Malang,Prop. Jawa Timur,http://forlap.ristekdikti.go.id/perguruantinggi/detail/N0FDNTEyNjUtRUNDMi00NEQ3LThGQjItNzE3RDNDRjFBQkM1
34,Negeri,1274,001034,30177,Universitas Pendidikan Indonesia,Prop. Jawa Barat,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QkNGNjNCMDctRTcwMi00OTA3LTk2MjEtMjFERDdBRUY3NEI0
35,Negeri,877,001035,15430,Universitas Negeri Manado,Prop. Sulawesi Utara,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RTM0NzU2MjItRDk2NS00NkJBLTg2QTYtM0I4RjhGOEM1MkU3
36,Negeri,894,001036,24016,Universitas Negeri Makassar,Prop. Sulawesi Selatan,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QzZFQUQwN0UtNDMzRi00Q0U4LTk5MkUtNDFBNTBGMkM3MThB
37,Negeri,944,001037,36048,Universitas Negeri Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NTJERDQ0MTEtREREMC00RkU2LUI1RUMtRjZGMzY3REJDRjk3
38,Negeri,1041,001038,24164,Universitas Negeri Yogyakarta,Prop. D.I. Yogyakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QTA0QUFGRjgtNUY4MS00NzU2LUI5MTQtNzNEQ0ZFRDMzOTMy
39,Negeri,955,001039,25270,Universitas Negeri Surabaya,Prop. Jawa Timur,http://forlap.ristekdikti.go.id/perguruantinggi/detail/Q0IxMTU0QjQtMTBCQS00NzEyLUI5MTYtMzYwNTFCQTdDMzJG
40,Negeri,974,001040,21556,Universitas Negeri Medan,Prop. Sumatera Utara,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RkE4M0E5RkYtNzRCMi00OTM4LTg1NEEtMEY0OTE1RDVBNDFE
41,Negeri,1043,001041,28879,Universitas Negeri Semarang,Prop. Jawa Tengah,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QTU4NTg4QTgtMEY1Mi00RDRELThBQTgtRjgzMjc4QTU2NTU5
42,Negeri,592,001042,9964,Universitas Sultan Ageng Tirtayasa,Prop. Banten,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MkEwREM5RUItMzkyNS00RDY4LTk1NDMtMUYyQjhFREJENUVG
43,Negeri,402,001043,6835,Universitas Trunojoyo,Prop. Jawa Timur,http://forlap.ristekdikti.go.id/perguruantinggi/detail/Mzk0M0I2QUEtQzJDQy00QkVDLTgxRkItNTg0OTQ3RjkwRTU5
44,Negeri,557,001044,11053,Universitas Khairun,Prop. Maluku Utara,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RjhFM0UyMTMtQTIxRC00MzE4LUFGNjMtQzlCRTRFNkRENzVF
45,Negeri,490,001045,12116,Universitas Papua,Prop. Papua Barat,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MTA0ODVDQ0UtMjg0OC00QjAwLUIwQzAtMDFEM0I4RDBENTA0
46,Negeri,496,001046,10763,Universitas Malikussaleh,Prop. Aceh,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MjBCOUI4OEYtODVGMi00Mzc4LUJDNkYtNzlFNTlBNDE5NEE3
47,Negeri,679,001047,12689,Universitas Negeri Gorontalo,Prop. Gorontalo,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MjAxRDE1QjMtMEY1OC00QThBLUFGRUUtMkFEQjVBQTRBQjlE
48,Negeri,458,001048,11294,Universitas Pendidikan Ganesha,Prop. Bali,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QzI5RkIzOTEtRDBCQS00RTQyLUIyQkMtRkM4OUNCNEFEM0ZF
49,Negeri,133,001049,3655,Universitas Bangka Belitung,Prop. Bangka Belitung,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RjM3QkI5N0UtQUIyRi00OEFCLUIxOTgtN0FBOTNBQzkzNUVB
50,Negeri,205,001050,4701,Universitas Borneo Tarakan,Prop. Kalimantan Utara,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QkNCRTQxRjMtQzM1Qi00NTkxLThDMjAtOTg5NzExREREMDRE
51,Negeri,264,001051,5912,Universitas Musamus Merauke,Prop. Papua,http://forlap.ristekdikti.go.id/perguruantinggi/detail/M0M3NjMwRTYtOEE0Ny00QzcxLTkyQUItNDdERkRDMUMyQkJG
52,Negeri,141,001052,5614,Universitas Maritim Raja Ali Haji (UMRAH),Prop. Kepulauan Riau,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NzI3QkM4QzItM0MxNy00RUY1LUE2OUMtRTEyQTFGRUZBNzYz
53,Negeri,249,001053,7635,Universitas Samudra,Prop. Aceh,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RjFDRDAzRDQtNDI5Ni00RDgzLTg4RDUtNzNGRDVFQkM3REI2
54,Negeri,197,001054,1442,Universitas Sulawesi Barat,Prop. Sulawesi Barat,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MDgwMzk1N0QtN0IxMy00RjU3LTk5RjgtMjM2QzQ5QzY4NDU3
55,Negeri,109,001055,2586,Universitas Sembilanbelas November Kolaka,Prop. Sulawesi Tenggara,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MzhFRTFBMjgtMDJEQi00QjcxLTk0OUEtRkM3RDBEMDUyOUY0
56,Negeri,113,001056,2371,Universitas Tidar,Prop. Jawa Tengah,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NEVCN0Q5QzAtNzI3MC00MkE1LTk2RjMtRjA2N0QwNDRGMDgz
57,Negeri,300,001057,12060,Universitas Siliwangi,Prop. Jawa Barat,http://forlap.ristekdikti.go.id/perguruantinggi/detail/OEI0N0U4MEEtM0E0Mi00NDEyLUJERjItN0U1Rjg1M0EwNzE3
58,Negeri,180,001058,3971,Universitas Teuku Umar,Prop. Aceh,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MjVEOUMzQjUtOUIwRi00RERELUI2MzAtMzc3NjBBRDJFRDFB
59,Negeri,331,001059,230,Universitas Pembangunan Nasional Veteran Jawa Timur,Prop. Jawa Timur,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MEEyNDI0QkItQjRCNy00NTQyLUEwNUUtODUxMzJGRDNCMjc2
60,Negeri,84,001060,806,Universitas Timor,Prop. Nusa Tenggara Timur,http://forlap.ristekdikti.go.id/perguruantinggi/detail/M0RDRkEyNjAtNDVDRi00NEE5LTlFQTMtRTA2NkZBQ0QzQjYw
61,Negeri,263,001061,5806,Universitas Pembangunan Nasional Veteran Jakarta,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QjNCNzc5NkYtQTg0Qi00Q0RFLUEwQkYtODI0RkNDN0VEQjAy
62,Negeri,467,001062,12646,Universitas Pembangunan Nasional Veteran Yogyakarta,Prop. D.I. Yogyakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RDhEQkQ2MkUtNEJENS00NjRBLTgzRTEtOTBDNTQyQTkzN0M1
63,Negeri,308,001063,11025,Universitas Singaperbangsa Karawang,Prop. Jawa Barat,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QzRENDE1QjMtOTgyRS00MDM0LUIyOUEtRUU5NDA4MDY4MUEw
64,Negeri,1259,002001,12988,Institut Teknologi Bandung,Prop. Jawa Barat,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QTFFOEMzNTYtNDhFRi00ODcxLUFGM0UtODUwNzk0NDNGOTUy
65,Negeri,981,002002,5227,Institut Teknologi Sepuluh Nopember,Prop. Jawa Timur,http://forlap.ristekdikti.go.id/perguruantinggi/detail/ODlDODJEQTMtN0IyOC00MzA1LTgyQzQtMzQ3REFFMDQyODQ3
66,Negeri,1225,002003,23112,Institut Pertanian Bogor,Prop. Jawa Barat,http://forlap.ristekdikti.go.id/perguruantinggi/detail/ODI4RkI5NjYtMzczMy00MzBFLTg2RkYtOTA5Qjc2NEUyNTIz
67,Negeri,297,002005,4074,Institut Seni Indonesia Yogyakarta,Prop. D.I. Yogyakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MjJCNzAwQjItNzFBRS00QjA2LTgzQjItMkEyMTAwNjQ1NTA5
68,Negeri,222,002007,1778,Institut Seni Indonesia Denpasar,Prop. Bali,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QzIwMTc0MjMtMjYzQS00MEVFLUI5QjAtRUExQzg0Nzg3Mzc1
69,Negeri,239,002008,1935,Institut Seni Indonesia Surakarta,Prop. Jawa Tengah,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NDE4NDE4QjctNUIzOC00MjU0LUEyQ0UtRjlBRjY1RTNDQzJE
70,Negeri,230,002009,1993,Institut Seni Indonesia Padang Panjang,Prop. Sumatera Barat,http://forlap.ristekdikti.go.id/perguruantinggi/detail/OEM4QkQ4M0UtM0RFMi00MEU5LUEzM0MtOEYzNjk4MTM2RjU5
71,Negeri,163,002010,563,Institut Seni Budaya Indonesia Bandung,Prop. Jawa Barat,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MDhBNUI3NDMtOTM5RC00MTRGLUE3OUEtMDJFRERDQjUyRDhG
72,Negeri,0,002011,136,Institut Seni Budaya Indonesia Aceh,Prop. Aceh,http://forlap.ristekdikti.go.id/perguruantinggi/detail/REQ4RDMxNUUtQTk1MC00NjQyLTgwQTMtNDNENDAyMzk5MkRB
73,Negeri,0,002012,0,Institut Seni Budaya Indonesia Tanah Papua,Prop. Papua,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MDY5MTIwRDMtMUZGNi00MTBCLTlDNjItMTM4MDNDMjk5RjZE
74,Negeri,14,002013,1305,Institut Teknologi Kalimantan,Prop. Kalimantan Timur,http://forlap.ristekdikti.go.id/perguruantinggi/detail/M0M2OTAwRjQtQTgwMS00RjRDLUFCRTEtRDE0ODU1ODlCMDdG
75,Negeri,34,002014,0,Institut Teknologi Sumatera,Prop. Lampung,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RTE3ODgyODAtMDEzNC00Qjg4LTk5MkItRDcxODRCRTY2N0I5
76,Negeri,0,002015,0,Institut Teknologi Bacharuddin Jusuf Habibie,Prop. Sulawesi Selatan,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QjkxMzIwREEtRTVCNy00MTdGLUJGOEUtMTNFNjY3OTcxMEZB
77,Negeri,0,003002,0,Sekolah Tinggi Seni Indonesia Padang Panjang,,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NTkxRTZDMjctOTcxRi00MENBLUJDRjYtRjRGNDM2RkNFNEQy
78,Negeri,0,003004,0,Sekolah Tinggi Seni Indonesia Bandung,Prop. Jawa Barat,http://forlap.ristekdikti.go.id/perguruantinggi/detail/OTJFRUFFM0MtQTk5NC00OEVBLUFEODYtNjEzMTFFRDE3MENG
79,Negeri,96,005001,863,Politeknik Manufaktur Bandung,Prop. Jawa Barat,http://forlap.ristekdikti.go.id/perguruantinggi/detail/Q0U3MzU1NUItQjAxNS00MTI3LUE4NDktNzZDMThCRTk0NkM5
80,Negeri,346,005002,5064,Politeknik Negeri Jakarta,Prop. Jawa Barat,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NzAzMEMyMTYtRDg3OC00QTdDLUJDN0QtNUY1ODQ3M0E1MEFB
81,Negeri,326,005003,5662,Politeknik Negeri Medan,Prop. Sumatera Utara,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QURFMDExNzktODhEQS00NDgwLUI2RDMtNkU0REVBRjgyQUQ2
82,Negeri,500,005004,5588,Politeknik Negeri Bandung,Prop. Jawa Barat,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RkJBRUU3MTEtNzkwRC00MzY1LUFCNjUtMThEODFGN0Y2N0Iw
83,Negeri,334,005005,4396,Politeknik Negeri Semarang,Prop. Jawa Tengah,http://forlap.ristekdikti.go.id/perguruantinggi/detail/OTJCNDk5QTctRDQ3OS00NTBCLThFNDMtQUM0OUU5QzFDNTA1
84,Negeri,370,005006,6458,Politeknik Negeri Sriwijaya,Prop. Sumatera Selatan,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NTJGRTY1RjItNjI3RC00MjVCLTk5QzMtM0EwREM3NDBDMTM0
85,Negeri,153,005007,2186,Politeknik Negeri Lampung,Prop. Lampung,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MjQyMjlFNDAtMjA3Qi00ODBGLTlGOEYtQzEzQUM3MENCRUVF
86,Negeri,245,005008,358,Politeknik Negeri Ambon,Prop. Maluku,http://forlap.ristekdikti.go.id/perguruantinggi/detail/N0MxQTk3NDUtMDA1MS00QkNCLUIzMUUtNDA4RDY3MThCOUI2
87,Negeri,294,005009,1466,Politeknik Negeri Padang,Prop. Sumatera Barat,http://forlap.ristekdikti.go.id/perguruantinggi/detail/Q0E1RTM0NUYtQTYxNy00NENFLTlEMkItMzdBNDMzMDQ3RUQz
88,Negeri,356,005010,1543,Politeknik Negeri Bali,Prop. Bali,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RTkyNzY0NjQtNUJBMi00MjEwLUI5NzItOTY2NzY5QzlBRjE1
89,Negeri,253,005011,4091,Politeknik Negeri Pontianak,Prop. Kalimantan Barat,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MDc4N0M0QzktOUE5OC00RkYyLUIwODMtRjk1MjhEN0U2RDI1
90,Negeri,294,005012,2785,Politeknik Negeri Ujung Pandang,Prop. Sulawesi Selatan,http://forlap.ristekdikti.go.id/perguruantinggi/detail/Qzg4NThEN0YtMEE0MS00QzgwLTkyQjgtNTU0RUMwNjE4QkRE
91,Negeri,304,005013,3394,Politeknik Negeri Manado,Prop. Sulawesi Utara,http://forlap.ristekdikti.go.id/perguruantinggi/detail/N0NBMTAyNDktNkM2RS00MEQ3LThBNkQtRDNBQzQzQjNFQzZB
92,Negeri,135,005014,2274,Politeknik Perkapalan Negeri Surabaya,Prop. Jawa Timur,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RDhDQ0IxN0MtQUJBNS00OThFLUEyNjAtNUJCNkYyREI1ODE5
93,Negeri,191,005015,1816,Politeknik Negeri Banjarmasin,Prop. Kalimantan Selatan,http://forlap.ristekdikti.go.id/perguruantinggi/detail/OEM2REI1NEUtQkUyRC00OTNELTgyOEEtRUZENzNFOTQ4MkI5
94,Negeri,306,005016,3650,Politeknik Negeri Lhokseumawe,Prop. Aceh,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MjM1NTVEMzAtMTMwOS00RTI1LUI3NkEtNTBDMDNERUEzMzhF
95,Negeri,174,005017,2844,Politeknik Negeri Kupang,Prop. Nusa Tenggara Timur,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MEY3RjYyMzEtMzU0My00NjhCLUFGMzAtNDFGNUIyQ0I1OTk5
96,Negeri,162,005018,2529,Politeknik Elektronik Negeri Surabaya,Prop. Jawa Timur,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NEUwN0FCOUMtQkREQS00MTY4LUI2MkItNkMwOUU4RkEwNTY3
97,Negeri,209,005019,5651,Politeknik Negeri Jember,Prop. Jawa Timur,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QzhEREJBRTgtM0ExMS00MTU2LTlGREItOUY1N0Q0MEJCNEMw
98,Negeri,157,005020,766,Politeknik Pertanian Negeri Pangkajene Kepulauan,Prop. Sulawesi Selatan,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MjQ3NUFFREMtRUIwMS00RjM4LTlBMjUtRTRENDA4RUNERDJB
99,Negeri,152,005021,2851,Politeknik Pertanian Negeri Kupang,Prop. Nusa Tenggara Timur,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NkE0QzY4MzgtM0NERC00NUQ3LTlBREItM0U5QTdCMzUyNkI3
100,Negeri,87,005022,110,Politeknik Perikanan Negeri Tual,Prop. Maluku,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MDc5QzNDNkUtQTBEOC00REU2LTg4NjUtMDk0NjJDODZBMUNC
101,Negeri,402,005023,9625,Politeknik Negeri Malang,Prop. Jawa Timur,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MDVBRDAwMDItRDBCOC00MTEzLThCMEUtNkM3Q0MyNkUwN0I3
102,Negeri,90,005024,827,Politeknik Pertanian Negeri Samarinda,Prop. Kalimantan Timur,http://forlap.ristekdikti.go.id/perguruantinggi/detail/OTA2MDEzQjEtQTMwNi00QUJFLTg3MTMtQjk4MDlDNTc0NDM0
103,Negeri,156,005025,1273,Politeknik Pertanian Negeri Payakumbuh,Prop. Sumatera Barat,http://forlap.ristekdikti.go.id/perguruantinggi/detail/Q0I4RDVBMUUtRUM0RS00M0IyLTgwN0ItOTREQTMwMDg3Mjcz
104,Negeri,246,005026,3735,Politeknik Negeri Samarinda,Prop. Kalimantan Timur,http://forlap.ristekdikti.go.id/perguruantinggi/detail/NEQ1NUNFRjctRjRDQy00QjlBLUJFQzItRkIzQ0JCQTlFNDBC
105,Negeri,79,005027,2195,Politeknik Negeri Media Kreatif,Prop. D.K.I. Jakarta,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MTIzRjdGQkYtOTg3OC00QjJFLTk3QzItNDY0MzY5RTBBMTA5
106,Negeri,52,005028,500,Politeknik Manufaktur Negeri Bangka Belitung,Prop. Bangka Belitung,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RDVDNTBDNzAtQkRGRS00RjMyLTg4Q0ItMDVDN0I0M0FFNDNG
107,Negeri,68,005029,3037,Politeknik Negeri Batam,Prop. Kepulauan Riau,http://forlap.ristekdikti.go.id/perguruantinggi/detail/OENBNTJGRjYtQTI5Qi00RTM1LUI5N0QtNTY5RDU1RDExNEU2
108,Negeri,44,005030,335,Politeknik Negeri Nusa Utara,Prop. Sulawesi Utara,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QTJFM0Y5MTMtRTJDRi00M0I1LUIxNTItRUVEQjBDRDk5MTQ1
109,Negeri,106,005031,1724,Politeknik Negeri Bengkalis,Prop. Riau,http://forlap.ristekdikti.go.id/perguruantinggi/detail/M0EwOEU5QTMtQTFFOS00MzYwLUI0QUYtMDA1M0E5NkRBNUE3
110,Negeri,50,005032,762,Politeknik Negeri Balikpapan,Prop. Kalimantan Timur,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MTM4NjRCNjktMzhGNC00RTI2LTg5NjMtQzU5Qzk0QjU2NjVG
111,Negeri,15,005033,8,Politeknik Negeri Madura,Prop. Jawa Timur,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QjI3Qzg3QkMtMTJFMi00MDQyLUFDRUMtOTZCNDYxOUJBNDgw
112,Negeri,29,005034,360,Politeknik Maritim Negeri Indonesia,Prop. Jawa Tengah,http://forlap.ristekdikti.go.id/perguruantinggi/detail/OUY0RTI4NDUtNEI0Ni00NDkyLTk1RTktNjRFNDM0RUM3NDhF
113,Negeri,45,005035,668,Politeknik Negeri Banyuwangi,Prop. Jawa Timur,http://forlap.ristekdikti.go.id/perguruantinggi/detail/QjlCM0Y3MjktOUM1Qi00QzgyLThCMzYtNEQ2M0RFQ0NDREIy
114,Negeri,63,005036,1008,Politeknik Negeri Madiun,Prop. Jawa Timur,http://forlap.ristekdikti.go.id/perguruantinggi/detail/N0RCMEU1RjEtRDFEOS00MkZFLUJDMjYtRDdFQUNGNENGRTI2
115,Negeri,8,005037,441,Politeknik Negeri Fakfak,Prop. Papua Barat,http://forlap.ristekdikti.go.id/perguruantinggi/detail/RDM3OEYyQTgtQjU3Mi00NkMwLTk2MzgtRDRFMTNENjhDODM2
116,Negeri,55,005038,570,Politeknik Negeri Sambas,Prop. Kalimantan Barat,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MkM2MDNBQTAtNjgyOC00RTM3LThFNjQtOTBFNTg2MUI2NEY2
117,Negeri,31,005039,513,Politeknik Negeri Tanah Laut,Prop. Kalimantan Selatan,http://forlap.ristekdikti.go.id/perguruantinggi/detail/MEUxOUZDOUUtQzg4NS00OTUwLUE2OTMtN0RCQTA5QzM4NkQ3
118,Negeri,9,005040,87,Politeknik Negeri Subang,Prop. Jawa Barat,http://forlap.ristekdikti.go.id/perguruantinggi/detail/ODg3NDFBMzQtRTczQi00QURCLTg0MjMtN0Y2Nzk1Q0ExQTEw
