Div,Kode,Lembaga,D_P,D_NP,D_TOTAL,D_CERT_Y,D_CERT_N,D_P_ED_D1,D_P_ED_D2,D_P_ED_D3,D_P_ED_D4,D_P_ED_S1,D_P_ED_S2,D_P_ED_S3,D_P_ED_NONFORM,D_P_ED_INF,D_P_ED_MISC,D_P_ED_SP1,D_P_ED_SP2,D_P_ED_PROF,D_P_ED_NA
2,24100,Akademi Keperawatan Panca Bhakti ,8,0,8,3,5,0,0,0,0,2,6,0,0,0,0,0,0,0,0
2,24101,Akademi Keperawatan Dharma Wacana ,11,8,19,1,10,0,0,0,0,6,5,0,0,0,0,0,0,0,0
2,24102,Akademi Keperawatan Bunda Delima ,13,6,19,0,13,0,0,0,0,8,5,0,0,0,0,0,0,0,0
2,24103,Akademi Kebidanan Al-Sua Ibah Palembang ,16,0,16,0,16,0,0,3,1,12,0,0,0,0,0,0,0,0,0
2,24104,Akademi Kebidanan Adila ,13,11,24,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,9
2,24105,Akademi Kebidanan Wahana Husada Bandar Jaya ,4,6,10,0,4,0,0,2,1,1,0,0,0,0,0,0,0,0,0
2,24107,Akademi Kebidanan Persada Palembang ,10,2,12,0,10,0,0,0,4,3,3,0,0,0,0,0,0,0,0
2,24108,Akbid Gemilang Husada Kotabumi ,8,1,9,0,8,0,0,4,3,0,0,1,0,0,0,0,0,0,0
2,24109,Akademi Kebidanan Bangka Belitung ,8,8,16,0,8,0,0,0,6,2,0,0,0,0,0,0,0,0,0
2,24110,Akademi Kebidanan Rizki Patya ,11,6,17,0,11,0,0,0,0,0,10,0,0,0,0,0,0,0,1
2,24111,Akademi Kebidanan Manna ,8,30,38,0,8,0,0,0,4,1,1,0,0,0,0,0,0,0,2
2,24113,Akademi Kebidanan Abdurahman ,9,22,31,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0
2,24114,Akademi Kebidanan Tunas Harapan Bangsa ,7,11,18,0,7,0,0,0,0,2,2,0,0,0,0,1,0,2,0
2,24115,Akademi Kebidanan An-Nur Husada Walisongo ,7,2,9,0,7,0,0,1,4,2,0,0,0,0,0,0,0,0,0
2,24116,Akademi Kebidanan Nusantara Indonesia Lubuklinggau ,13,0,13,0,13,0,0,1,1,11,0,0,0,0,0,0,0,0,0
2,24117,Akademi Kebidanan Alifa Pringsewu Lampung ,9,9,18,0,9,0,0,1,1,3,3,0,0,0,0,0,0,0,1
2,24118,Akademi Farmasi Yayasan Al-Fatah ,18,17,35,0,18,0,0,0,0,11,7,0,0,0,0,0,0,0,0
2,24119,Akademi Kebidanan Sungailiat Bangka ,3,6,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2,24120,AMIK Bina Sriwijaya ,31,2,33,2,29,0,0,0,0,2,11,0,0,0,0,0,0,0,18
2,24121,Akademi Kebidanan Dehasen Bengkulu ,18,6,24,0,18,0,0,0,2,6,4,0,0,0,0,0,0,0,6
2,24122,Akademi Kebidanan Bunga Bangsaku Bangka ,5,5,10,0,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0
2,24123,Akademi Bahasa Asing Dian Cipta Cendikia Kotabumi ,4,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2,24124,Akademi Kebidanan Rangga Husada Prabumulih ,10,7,17,0,10,0,0,1,2,5,2,0,0,0,0,0,0,0,0
2,24125,Akademi Kebidanan Pondok Pesantren Assanadiyah ,11,11,22,0,11,0,0,0,1,5,3,0,0,0,0,0,0,0,2
2,24126,Akademi Kesehatan Yayasan Sapta Bakti Bengkulu ,23,2,25,0,23,0,0,0,7,10,3,0,0,0,0,0,0,0,3
2,24127,Akademi Keperawatan Sapta Karya ,15,0,15,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0
2,24128,Akademi Kebidanan Sapta Karya ,7,2,9,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0
2,24129,Akademi Kebidanan Nadira ,6,9,15,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,4
2,24130,Akademi Kebidanan Budi Mulia Prabumulih ,8,0,8,0,8,0,0,0,2,5,1,0,0,0,0,0,0,0,0
2,24132,Akademi Keperawatan Pangkalpinang ,8,0,8,0,8,0,0,0,0,7,0,0,0,0,0,0,0,1,0
2,24133,AMIK Dian Cipta Cendikia Pringsewu ,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,24134,Akademi Keperawatan Kesdam II Sriwijaya ,10,6,16,0,10,0,0,0,0,5,4,0,0,0,0,0,0,0,1
2,24136,Akademi Kebidanan Agung Husada ,2,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2,24137,AKAFARMA Putra Indonesia Lampung ,7,2,9,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,2
2,24138,Akademi Keperawatan Al Ma Arif ,6,9,15,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,4
2,24139,Akademi Keperawatan Pembina ,2,4,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,24140,Akademi Kebidanan Medica Bakti Nusantara ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,25002,Politeknik Anika Palembang ,14,6,20,1,13,0,0,0,0,8,5,0,0,0,0,0,0,0,1
2,25004,Politeknik Darusalam ,26,2,28,2,24,0,0,0,0,2,8,0,0,0,0,0,0,0,16
2,25006,Politeknik YPPB Belitang ,9,0,9,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,6
2,25007,Politeknik Raflesia ,33,25,58,0,17,0,0,0,0,10,2,0,0,0,0,0,0,0,21
2,25008,Politeknik Gajah Sakti ,27,10,37,0,27,0,0,0,0,7,0,0,0,0,0,0,0,0,20
2,25009,Politeknik Muara Dua ,9,1,10,0,9,0,0,0,0,8,1,0,0,0,0,0,0,0,0
2,25010,Politeknik Palcomtech ,23,0,23,1,22,0,0,0,0,2,19,0,0,0,0,0,0,0,2
2,25011,Politeknik Akamigas Palembang ,28,15,43,0,28,0,0,0,0,15,7,0,0,0,0,0,0,0,6
2,25012,Politeknik Sekayu ,7,22,29,0,7,0,0,0,0,2,5,0,0,0,0,0,0,0,0
2,25013,Politeknik Darma Ganesha ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,31001,Universitas Ibnu Chaldun ,29,30,59,4,25,0,0,0,0,16,8,2,0,0,0,0,0,0,3
3,31003,Universitas Islam Jakarta ,60,11,71,18,42,0,0,0,0,1,39,6,0,0,0,0,0,0,14
3,31005,Universitas Jakarta ,53,16,69,21,32,0,0,0,0,17,34,2,0,0,0,0,0,0,0
3,31006,Universitas Jayabaya ,162,21,183,59,77,0,0,0,0,25,108,28,0,0,0,0,0,0,1
3,31007,Universitas Katolik Indonesia Atma Jaya ,429,15,444,275,154,0,0,0,0,22,233,111,0,0,0,40,0,10,13
3,31008,Universitas Krisnadwipayana ,195,32,227,73,123,0,0,0,0,14,128,40,0,0,0,0,0,0,13
3,31009,Universitas Kristen Indonesia ,268,30,298,129,139,0,0,0,0,24,164,45,0,0,0,23,1,0,11
3,31010,Universitas Kristen Krida Wacana ,153,53,206,45,108,0,0,0,0,19,91,11,0,0,0,17,0,9,6
3,31011,Universitas Muhammadiyah Jakarta ,451,14,465,135,317,0,0,0,2,46,286,61,0,0,0,12,0,0,44
3,31012,Universitas Nasional ,315,39,354,134,182,0,0,0,0,39,223,49,0,0,0,0,0,0,4
3,31013,Universitas Pancasila ,380,90,470,167,214,0,0,0,0,19,272,54,0,0,0,1,0,0,34
3,31014,Universitas Prof Dr Moestopo (Beragama) ,197,19,216,88,109,0,0,0,0,26,115,32,0,0,0,18,0,2,4
3,31015,Universitas Tarumanagara ,441,14,455,255,183,0,0,0,0,18,304,82,0,0,0,16,0,18,3
3,31016,Universitas Trisakti ,955,58,1013,443,512,0,0,0,0,103,563,206,0,0,0,51,2,1,29
3,31017,Universitas 17 Agustus 1945 Jakarta ,155,5,160,15,140,0,0,0,0,26,80,11,0,0,0,0,0,0,38
3,31018,Universitas Borobudur ,145,33,178,57,89,0,0,0,0,21,73,41,0,0,0,0,0,2,8
3,31019,Universitas Mercu Buana ,751,49,800,168,584,0,0,0,0,26,529,86,0,0,0,1,0,0,109
3,31020,Universitas Persada Indonesia Yai ,370,64,434,167,203,0,0,0,0,80,221,58,0,0,0,1,0,0,10
3,31021,Universitas Islam As-syafiiyah ,104,53,157,17,87,0,0,0,0,21,59,14,0,0,0,0,0,0,10
3,31022,Universitas Wiraswasta Indonesia ,12,5,17,0,12,0,0,0,0,5,7,0,0,0,0,0,0,0,0
3,31023,Universitas Darma Persada ,119,28,147,47,72,0,0,0,0,10,92,11,0,0,0,0,0,0,6
3,31024,Universitas Mpu Tantular ,83,32,115,19,57,0,0,0,0,21,50,10,0,0,0,0,0,0,2
3,31025,Universitas Satya Negara Indonesia ,92,3,95,38,52,0,0,0,0,2,73,16,0,0,0,0,0,0,1
3,31026,Universitas Yarsi ,205,12,217,95,110,0,0,0,0,6,121,32,0,0,0,30,0,0,16
3,31027,Universitas Respati Indonesia ,105,41,146,40,53,0,0,0,1,8,83,9,0,0,0,0,0,0,4
3,31029,Universitas Surapati ,44,8,52,0,35,0,0,0,0,6,24,6,0,0,0,0,0,0,8
3,31030,Universitas Sahid ,96,14,110,41,55,0,0,0,0,2,72,20,0,0,0,0,2,0,0
3,31031,Universitas Satyagama ,180,32,212,12,169,0,0,1,2,54,86,30,0,0,0,1,0,0,6
3,31032,Universitas Islam Attahiriyah ,98,0,98,9,91,0,0,0,0,35,58,5,0,0,0,0,0,0,0
3,31033,Universitas Esa Unggul ,340,19,359,92,221,0,0,0,2,32,226,43,0,0,0,1,0,0,5
3,31034,Universitas Pelita Harapan ,524,113,637,126,393,0,0,0,1,49,298,103,0,0,0,25,0,8,40
3,31035,Universitas Pembangunan Nasional Veteran Jakarta ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,31036,Universitas Bhayangkara Jakarta Raya ,138,27,165,25,113,0,0,0,0,17,57,13,0,0,0,0,0,0,51
3,31037,Universitas Gunadarma ,1095,169,1264,494,601,0,0,3,2,105,718,175,0,0,0,1,0,0,91
3,31038,Universitas Bina Nusantara ,1049,191,124,378,672,0,0,0,0,98,745,71,0,0,0,0,0,0,135
3,31039,Universitas Muhammadiyah Prof Dr Hamka ,450,34,484,156,294,0,0,0,0,34,313,81,0,0,0,0,0,0,22
3,31040,Universitas Azzahra ,103,6,109,7,96,0,0,0,0,23,54,4,0,0,0,0,0,0,22
3,31041,Universitas Paramadina ,92,28,120,35,57,0,0,0,0,2,59,22,0,0,0,0,0,0,9
3,31042,Universitas Bung Karno ,125,23,148,18,108,0,0,0,0,27,50,2,0,0,0,0,0,0,46
3,31043,Universitas Suryadarma ,89,14,103,24,65,0,0,0,0,6,67,9,0,0,0,0,0,0,7
3,31044,Universitas Al-azhar Indonesia ,133,7,140,44,89,0,0,0,0,7,99,20,0,0,0,0,0,0,7
3,31045,Universitas Budi Luhur ,512,14,526,122,390,0,0,0,0,153,318,23,0,0,0,0,0,0,18
3,31047,Universitas Kejuangan 45 Jakarta ,42,12,54,0,0,0,0,0,0,27,15,0,0,0,0,0,0,0,0
3,31048,Universitas Bunda Mulia ,184,29,213,41,140,0,0,0,0,15,154,12,0,0,0,0,0,0,3
3,31049,Universitas Indraprasta PGRI ,806,46,852,216,592,0,0,0,0,38,608,41,0,0,0,0,0,0,119
3,31050,Universitas Tama Jagakarsa ,153,36,189,37,116,0,0,0,0,19,113,17,0,0,0,0,0,1,3
3,31051,Universitas Multimedia Nusantara ,147,5,152,29,118,0,0,0,0,2,128,11,0,0,0,0,0,0,6
3,31052,Universitas Timbul Nusantara ,50,83,133,0,51,0,0,0,0,5,39,4,0,0,0,0,0,0,2
3,31053,Universitas Bakrie ,88,0,88,49,39,0,0,0,0,3,56,25,0,0,0,0,0,0,4
3,31054,Universitas Tanri Abeng ,25,1,26,1,24,0,0,0,0,0,15,4,0,0,0,0,0,0,6
3,31055,Universitas Trilogi ,93,2,95,20,74,0,0,0,0,3,77,12,0,0,0,0,0,0,1
3,31056,Universitas Siswa Bangsa Internasional ,10,3,13,2,8,0,0,0,0,0,6,4,0,0,0,0,0,0,0
3,31057,Universitas Agung Podomoro ,40,2,42,3,37,0,0,0,0,1,19,2,0,0,0,0,0,0,18
3,31059,Universitas Mohammad Husni Thamrin Jakarta ,168,29,197,18,150,0,0,1,2,47,97,2,0,0,0,1,0,0,18
3,31060,Universitas Matana ,28,4,32,2,26,0,0,0,0,0,12,1,0,0,0,0,0,0,15
3,31061,Universitas Nahdlatul Ulama Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,32002,Institut Kesenian Jakarta - LPKJ ,100,42,142,37,65,0,0,1,0,26,61,10,0,0,0,0,0,0,2
3,32004,Institut Sains Dan Teknologi Nasional ,171,6,177,102,69,0,0,0,0,30,112,25,0,0,0,0,0,0,4
3,32005,Institut Ilmu Sosial Dan Ilmu Politik Jakarta ,81,13,94,21,60,0,0,0,0,14,56,5,0,0,0,0,0,0,6
3,32006,Institut Teknologi Indonesia ,104,19,123,64,39,0,0,0,0,11,74,17,0,0,0,0,0,0,2
3,32007,Institut Teknologi Budi Utomo ,53,4,57,2,51,0,0,0,0,6,32,1,0,0,0,0,0,0,14
3,32008,Institut Sains Dan Teknologi Al-Kamal ,65,7,72,5,60,0,0,0,0,29,31,5,0,0,0,0,0,0,0
3,32009,Institut Bisnis Dan Informatika Kwik Kian Gie ,93,10,103,51,41,0,0,0,0,1,75,14,0,0,0,0,0,1,2
3,32011,Institut Keu Perbankan Dan Inf Asia Perbanas ,165,58,223,66,99,0,0,0,0,14,116,19,0,0,0,0,0,0,16
3,32012,Institut Bisnis Nusantara ,80,5,85,9,64,0,0,0,0,19,53,7,0,0,0,0,0,0,1
3,32013,Institut Teknologi dan Bisnis Kalbis ,64,5,69,20,44,0,0,0,0,6,46,4,0,0,0,0,0,0,8
3,32014,Institut Bisnis dan Multimedia Asmi Jakarta ,68,3,71,22,41,0,0,1,0,22,42,2,0,0,0,0,0,1,0
3,32015,Institut Bisnis dan Informatika (IBI) Kosgoro 1957 ,46,9,55,7,39,0,0,0,0,6,33,4,0,0,0,0,0,0,3
3,32016,Institut Bio Scientia Internasional Indonesia ,18,2,20,1,17,0,0,0,0,0,6,2,0,0,0,0,0,0,10
3,32017,Institut Ilmu Sosial dan Manajemen STIAMI ,4,0,4,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
3,32018,Institut Kesehatan Indonesia ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,33001,Sekolah Tinggi Filsafat Driyarkara ,33,0,33,11,22,0,0,0,0,0,10,20,0,0,0,0,0,0,3
3,33004,STISIP Widuri ,23,7,30,8,15,0,0,0,1,6,9,5,0,0,0,0,0,0,2
3,33006,Sekolah Tinggi Teknologi Jakarta ,49,38,87,1,41,0,0,0,0,15,31,1,0,0,0,0,0,0,2
3,33009,Sekolah Tinggi Filsafat Theologi Jakarta ,16,2,18,10,7,0,0,0,0,1,3,12,0,0,0,0,0,0,0
3,33011,STKIP Purnama ,45,12,57,5,39,0,0,0,0,9,35,1,0,0,0,0,0,0,0
3,33012,Sekolah Tinggi Ilmu Ekonomi Indonesia Jakarta ,135,14,149,57,79,0,0,0,0,14,99,16,0,0,0,0,0,0,6
3,33014,STKIP Kusumanegara ,169,187,356,4,165,0,0,0,0,20,132,8,0,0,0,0,0,0,9
3,33015,Sekolah Tinggi Ilmu Ekonomi Swadaya ,37,0,37,0,5,0,0,0,0,14,20,2,0,0,0,1,0,0,0
3,33022,STMIK Jakarta Sti&k ,51,10,61,31,20,0,0,0,0,5,39,4,0,0,0,0,0,0,3
3,33024,Sekolah Tinggi Ilmu Ekonomi YAI ,77,15,92,0,0,0,0,0,0,5,62,9,0,0,0,0,0,0,1
3,33028,Sekolah Tinggi Ilmu Administrasi YPIAMI ,18,14,32,2,16,0,0,0,0,2,16,0,0,0,0,0,0,0,0
3,33029,Sekolah Tinggi Manajemen Transpor Trisakti ,127,10,137,25,102,0,0,0,0,4,114,8,0,0,0,0,0,0,1
3,33031,STMIK Indonesia Jakarta ,42,2,44,10,32,0,0,0,0,10,28,0,0,0,0,0,0,0,4
3,33032,Sekolah Tinggi Ilmu Ekonomi Kusuma Negara ,57,2,59,17,40,0,0,0,0,8,39,10,0,0,0,0,0,0,0
3,33034,STMIK Kuwera ,13,3,16,0,10,0,0,0,0,5,7,1,0,0,0,0,0,0,0
3,33038,Sekolah Tinggi Ilmu Ekonomi Bhakti Pembangunan ,32,12,44,3,29,0,0,0,0,7,19,1,0,0,0,0,0,0,5
3,33040,Sekolah Tinggi Ilmu Ekonomi Tri Dharma Widya ,20,3,23,0,13,0,0,0,0,2,15,3,0,0,0,0,0,0,0
3,33041,Sekolah Tinggi Keuangan Niaga & Negara Pembangunan ,5,19,24,0,5,0,0,0,0,2,3,0,0,0,0,0,0,0,0
3,33044,Sekolah Tinggi Ilmu Ekonomi Nasional Indonesia ,10,0,10,0,10,0,0,0,0,3,6,1,0,0,0,0,0,0,0
3,33046,Sekolah Tinggi Teknologi Indonesia ,9,0,9,0,9,0,0,0,0,6,2,1,0,0,0,0,0,0,0
3,33050,Sekolah Tinggi Ilmu Administrasi Kawula Indonesia ,9,0,9,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0
3,33052,STISIP Pusaka Nusantara ,8,3,11,0,8,0,0,0,0,6,2,0,0,0,0,0,0,0,0
3,33059,Sekolah Tinggi Ilmu Ekonomi Jayakarta ,31,2,33,8,24,0,0,0,0,10,21,0,0,0,0,0,0,0,0
3,33060,Sekolah Tinggi Ilmu Ekonomi Bisnis Indonesia ,72,29,101,6,66,0,0,0,0,3,62,5,0,0,0,0,0,0,2
3,33061,Sekolah Tinggi Hukum Indonesia Jakarta ,33,16,49,0,0,0,0,0,0,19,13,1,0,0,0,0,0,0,0
3,33062,Sekolah Tinggi Ilmu Ekonomi Gotong Royong ,34,73,107,2,32,0,0,0,0,2,16,3,0,0,0,0,0,0,13
3,33063,STMIK Swadharma ,35,8,43,7,28,0,0,0,0,10,25,0,0,0,0,0,0,0,0
3,33064,Sekolah Tinggi Manajemen Labora ,19,15,34,10,9,0,0,0,0,4,13,2,0,0,0,0,0,0,0
3,33066,Sekolah Tinggi Ilmu Ekonomi Trisakti ,110,25,135,22,85,0,0,0,0,6,97,4,0,0,0,0,0,1,2
3,33068,Sekolah Tinggi Manajemen Ipmi ,23,13,36,0,23,0,0,0,0,0,12,8,0,0,0,0,0,0,3
3,33069,Sekolah Tinggi Manajemen Ppm ,55,14,69,9,47,0,0,0,0,0,41,9,0,0,0,0,0,0,5
3,33070,Sekolah Tinggi Penerbangan Aviasi ,14,5,19,3,11,0,0,0,0,2,11,0,0,0,0,0,0,0,1
3,33072,Sekolah Tinggi Ilmu Ekonomi IGI ,29,2,31,8,21,0,0,0,0,0,25,2,0,0,0,0,0,0,2
3,33073,Sekolah Tinggi Ilmu Hukum IBLAM ,38,2,40,0,38,0,0,0,0,2,32,3,0,0,0,0,0,0,1
3,33074,Sekolah Tinggi Ilmu Ekonomi IPWI Jakarta ,54,4,58,31,23,0,0,0,0,0,43,11,0,0,0,0,0,0,0
3,33075,Sekolah Tinggi Manajemen Imni ,9,1,10,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0
3,33076,Sekolah Tinggi Ilmu Ekonomi Ganesha ,21,3,24,0,21,0,0,0,0,5,13,3,0,0,0,0,0,0,0
3,33077,Sekolah Tinggi Manajemen Immi ,96,4,100,8,88,0,0,0,0,3,74,14,0,0,0,0,0,0,5
3,33080,STMIK Jayakarta ,30,0,30,9,21,0,0,0,0,16,14,0,0,0,0,0,0,0,0
3,33082,STIE Jakarta International College ,21,5,26,6,15,0,0,0,0,2,16,0,0,0,0,0,0,0,3
3,33084,Sekolah Tinggi Ilmu Ekonomi Widya Jayakarta ,8,7,15,1,7,0,0,0,0,0,6,2,0,0,0,0,0,0,0
3,33085,Sekolah Tinggi Ilmu Manajemen Lpmi ,15,11,26,0,15,0,0,0,0,0,11,1,0,0,0,0,0,0,3
3,33086,Sekolah Tinggi Ilmu Ekonomi Taman Siswa ,12,1,13,3,9,0,0,0,0,2,10,0,0,0,0,0,0,0,0
3,33087,Sekolah Tinggi Ilmu Ekonomi Trianandra ,17,6,23,1,16,0,0,0,0,4,13,0,0,0,0,0,0,0,0
3,33088,STMIK Muhammadiyah Jakarta ,8,6,14,4,4,0,0,0,0,3,4,1,0,0,0,0,0,0,0
3,33092,STKIP Albana ,8,2,10,0,8,0,0,0,0,3,3,2,0,0,0,0,0,0,0
3,33094,Sekolah Tinggi Perpajakan Indonesia ,16,0,16,1,15,0,0,0,0,9,5,2,0,0,0,0,0,0,0
3,33095,Sekolah Tinggi Ilmu Ekonomi Dwipa Wacana ,10,17,27,1,9,0,0,0,0,2,7,1,0,0,0,0,0,0,0
3,33096,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Jakarta ,33,9,42,14,19,0,0,0,0,3,26,1,0,0,0,0,0,0,3
3,33099,Sekolah Tinggi Ilmu Ekonomi Dr Moechtar Talib ,18,43,61,4,14,0,0,0,0,3,13,2,0,0,0,0,0,0,0
3,33101,STMIK Satyagama ,12,1,13,0,12,0,0,0,1,7,3,1,0,0,0,0,0,0,0
3,33103,Sekolah Tinggi Ilmu Ekonomi Ahmad Dahlan Jakarta ,45,27,72,22,23,0,0,0,1,2,33,5,0,0,0,0,0,0,4
3,33104,Sekolah Tinggi Teknik Pln ,105,19,124,34,71,0,0,0,0,28,68,4,0,0,0,0,0,0,5
3,33105,Sekolah Tinggi Ilmu Ekonomi Triguna ,12,4,16,0,12,0,0,0,0,1,2,1,0,0,0,0,0,0,8
3,33106,Sekolah Tinggi Ilmu Komunikasi Inter Studi ,50,6,56,1,49,0,0,2,0,20,18,2,0,0,0,0,0,0,8
3,33107,Sekolah Tinggi Ilmu Ekonomi Tunas Nusantara ,13,4,17,2,11,0,0,0,0,3,10,0,0,0,0,0,0,0,0
3,33111,Sekolah Tinggi Bahasa Asing LIA Jakarta ,29,2,31,8,19,0,0,0,0,3,24,2,0,0,0,0,0,0,0
3,33112,Sekolah Tinggi Ilmu Komunikasi Lspr ,138,23,161,10,128,0,0,0,3,50,67,7,0,0,0,0,0,0,11
3,33114,Sekolah Tinggi Pariwisata Trisakti ,61,6,67,31,31,0,0,0,1,0,49,6,0,0,0,0,0,0,5
3,33115,STIE Pengembangan Bisnis Dan Manajemen ,34,1,35,12,20,0,0,0,0,4,23,6,0,0,0,0,0,0,1
3,33116,Sekolah Tinggi Bahasa Asing Pertiwi Indonesia ,11,2,13,4,7,0,0,0,0,3,6,1,0,0,0,0,0,0,1
3,33117,Sekolah Tinggi Ilmu Kesehatan Sint Carolus ,45,0,45,16,30,0,0,0,0,8,36,0,0,0,0,0,0,0,1
3,33119,Sekolah Tinggi Ilmu Ekonomi Jayakusuma ,14,3,17,0,14,0,0,0,0,8,5,1,0,0,0,0,0,0,0
3,33120,Sekolah Tinggi Ilmu Ekonomi Kasih Bangsa ,16,5,21,2,14,0,0,0,0,0,10,3,0,0,0,0,0,0,3
3,33121,Sekolah Tinggi Ilmu Ekonomi Dharma Bumi Putra ,25,0,25,5,20,0,0,0,0,0,22,2,0,0,0,0,0,0,1
3,33124,Sekolah Tinggi Ilmu Ekonomi Sailendra ,12,4,16,4,8,0,0,0,0,3,5,2,0,0,0,0,0,0,2
3,33125,Sekolah Tinggi Ilmu Ekonomi Maiji ,10,0,10,6,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0
3,33126,Sekolah Tinggi Ilmu Ekonomi Wiyatamandala ,26,0,26,3,23,0,0,0,0,11,13,2,0,0,0,0,0,0,0
3,33128,Sekolah Tinggi Ilmu Ekonomi YPBI ,14,17,31,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0
3,33129,Sekolah Tinggi Ilmu Kesehatan Indonesia Maju ,86,15,101,7,79,0,0,0,0,26,52,3,0,0,0,1,0,0,4
3,33132,STIE Pariwisata Internasional ,23,4,27,4,19,0,0,0,1,3,15,1,0,0,0,0,0,0,3
3,33134,Sekolah Tinggi Pariwisata Sahid ,59,10,69,11,48,0,0,0,1,13,39,1,0,0,0,0,0,0,5
3,33135,Sekolah Tinggi Ilmu Kesehatan Binawan ,51,1,52,3,48,0,0,0,4,12,30,2,0,0,0,1,0,1,1
3,33136,Sekolah Tinggi Teknologi 10 November ,11,10,21,0,11,0,0,0,0,1,5,1,0,0,0,0,0,0,4
3,33137,Sekolah Tinggi Bahasa Asing IEC Jakarta ,8,3,11,0,7,0,0,0,0,4,4,0,0,0,0,0,0,0,0
3,33138,Sekolah Tinggi Ilmu Maritim Ami ,24,29,53,1,23,0,0,3,0,13,8,0,0,0,0,0,0,0,0
3,33139,Sekolah Tinggi Ilmu Kesehatan Pamentas ,3,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
3,33140,STMIK Widuri ,21,1,22,3,18,0,0,0,0,6,14,0,0,0,0,0,0,0,1
3,33143,Sekolah Tinggi Manajemen Transportasi Malahayati ,9,3,12,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,4
3,33147,Sekolah Tinggi Ilmu Kesehatan Istara Nusantara ,25,7,32,3,22,0,0,0,4,6,11,0,0,0,0,1,0,3,0
3,33150,St Ilmu Komputer Cipta Karya Informatika ,22,3,25,3,19,0,0,0,0,10,8,0,0,0,0,0,0,0,4
3,33151,Sekolah Tinggi Ilmu Komunikasi ITKP ,14,3,17,1,13,0,0,0,0,5,5,1,0,0,0,0,0,0,3
3,33152,Sekolah Tinggi Manajemen Asuransi Trisakti ,21,0,21,9,12,0,0,0,0,1,19,1,0,0,0,0,0,0,0
3,33154,Sekolah Tinggi Ilmu Komunikasi Profesi Indonesia ,15,16,31,0,14,0,0,0,0,8,5,0,0,0,0,0,0,0,2
3,33156,Sekolah Tinggi Ilmu Kesehatan Medistra Indonesia ,34,19,53,4,30,0,0,0,2,2,29,1,0,0,0,0,0,0,0
3,33157,Sekolah Tinggi Ilmu Ekonomi Widya Persada ,23,21,44,8,15,0,0,0,0,3,17,2,0,0,0,0,0,0,1
3,33158,Sekolah Tinggi Ilmu Ekonomi Gandhi ,8,0,8,0,8,0,0,0,0,4,3,1,0,0,0,0,0,0,0
3,33160,Sekolah Tinggi Teknologi Sapta Taruna ,26,2,28,8,18,0,0,0,0,8,14,1,0,0,0,3,0,0,0
3,33163,Sekolah Tinggi Ilmu Komunikasi Indonesia Maju ,18,2,20,1,17,0,0,0,0,12,6,0,0,0,0,0,0,0,0
3,33164,STMIK Mahakarya ,12,0,12,0,12,0,0,0,0,8,4,0,0,0,0,0,0,0,0
3,33165,STMIK Nusa Mandiri Jakarta ,227,2,229,8,219,0,0,0,0,66,129,5,0,0,0,0,0,0,27
3,33167,STIKES Kesetiakawanan Sosial Indonesia ,11,13,24,0,6,0,0,0,0,5,3,1,0,0,0,0,0,0,2
3,33168,STIE Indonesia Banking School ,39,3,42,10,30,0,0,0,0,0,27,8,0,0,0,0,0,0,4
3,33170,STIKES Persada Husada Indonesia ,20,24,44,0,20,0,0,2,0,7,9,0,0,0,0,0,0,0,2
3,33171,Sekolah Tinggi Ilmu Kesehatan Mitra Ria Husada ,23,10,33,0,23,0,0,0,2,2,13,1,0,0,0,0,0,0,5
3,33173,Sekolah Tinggi Ilmu Kesehatan Abdi Nusantara ,45,3,48,2,43,0,0,1,3,8,30,0,0,0,0,0,0,2,1
