Div,Kode,Lembaga,D_P,D_NP,D_TOTAL,D_CERT_Y,D_CERT_N,D_P_ED_D1,D_P_ED_D2,D_P_ED_D3,D_P_ED_D4,D_P_ED_S1,D_P_ED_S2,D_P_ED_S3,D_P_ED_NONFORM,D_P_ED_INF,D_P_ED_MISC,D_P_ED_SP1,D_P_ED_SP2,D_P_ED_PROF,D_P_ED_NA
9,93144,Sekolah Tinggi Ilmu Kesehatan Tana Toraja ,21,0,21,2,19,0,0,0,0,8,6,0,0,0,0,0,0,0,7
9,93145,Sekolah Tinggi Ilmu Kesehatan Mega Rezky ,133,33,166,3,130,0,0,0,2,36,39,3,0,0,0,0,0,0,53
9,93146,Sekolah Tinggi Ilmu Keperawatan Gunung Sari ,38,9,47,0,38,0,0,0,0,19,9,0,0,0,0,0,0,1,9
9,93147,STIKES Mandala Waluya Kendari ,105,11,116,21,84,0,0,0,0,16,56,2,0,0,0,0,0,0,31
9,93148,STIKES Tanawali Takalar ,36,18,54,1,35,0,0,0,0,10,6,1,0,0,0,0,0,2,17
9,93149,STIKES Bhakti Pertiwi Luwu Raya ,33,6,39,2,31,0,0,0,0,7,10,1,0,0,0,0,0,2,13
9,93150,STIKES Bina Generasi Polewali Mandar ,36,12,48,0,36,0,0,0,0,22,7,0,0,0,0,0,0,0,7
9,93151,STIKES Kurnia Jaya Persada ,40,40,80,0,40,0,0,0,4,10,16,1,0,0,0,0,0,3,6
9,93152,STIKES Panakkukang ,27,8,35,3,24,0,0,0,0,6,16,1,0,0,0,0,0,1,3
9,93153,STKIP Darud Da wah Wal Irsyad Mamuju ,16,5,21,0,16,0,0,0,0,9,4,0,0,0,0,0,0,0,3
9,93154,STKIP Darud Da wah Wal Irsyad Pinrang ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9,93155,STIKES Lakipadada ,14,3,17,0,14,0,0,0,2,5,0,0,0,0,0,0,0,0,7
9,93156,STIKES Graha Edukasi ,17,6,23,2,15,0,0,0,0,6,5,0,0,0,0,0,0,0,6
9,93157,Sekolah Tinggi Ilmu Kesehatan Stella Maris Makasar ,25,6,31,3,23,0,0,0,1,14,8,0,0,0,0,0,0,2,0
9,93158,STIKES Nusantara Lasinrang ,17,3,20,0,17,0,0,0,1,12,2,0,0,0,0,0,0,0,2
9,93159,STIKES RSU Daya Makassar ,12,2,14,0,12,0,0,0,1,9,1,1,0,0,0,0,0,0,0
9,93160,Sekolah Tinggi Ilmu Komputer Rajawali ,14,7,21,0,14,0,0,0,0,8,5,1,0,0,0,0,0,0,0
9,93161,STIKES Marendeng Majene ,21,14,35,0,21,0,0,0,2,10,4,0,0,0,0,0,0,4,1
9,93163,Sekolah Tinggi Ilmu Kesehatan St Fatimah ,34,1,35,0,34,0,0,0,1,26,2,0,0,0,0,0,0,0,5
9,93164,Sekolah Tinggi Ilmu Kesehatan Muhamadiyah Manado ,27,0,27,0,28,0,0,0,0,19,0,0,0,0,0,0,0,0,8
9,93165,Sekolah Tinggi Ilmu Manajemen dan Bisnis Gorontalo ,11,38,49,1,10,0,0,0,0,1,8,1,0,0,0,0,0,0,1
9,93166,STMIK AKBA ,33,11,44,6,27,0,0,0,0,12,19,0,0,0,0,0,0,0,2
9,93167,Sekolah Tinggi Ilmu Ekonomi Pelita Buana ,35,6,41,4,31,0,0,0,0,23,12,0,0,0,0,0,0,0,0
9,93168,STISIP Bina Generasi Polewali ,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
9,93169,STIKES Andini Persada ,25,13,38,0,25,0,0,0,3,17,3,0,0,0,0,0,0,2,0
9,93170,Sekolah Tinggi Ilmu Kesehatan Widya Nusantara Palu ,34,6,40,0,34,0,0,0,6,11,5,0,0,0,0,0,0,1,11
9,93171,STIKES Amanah Makassar ,29,1,30,1,28,0,0,1,1,10,10,0,0,0,0,0,0,2,5
9,93172,Sekolah Tinggi Ilmu Kesehatan Panrita Husada ,32,1,33,8,24,0,0,0,2,6,12,0,0,0,0,0,0,0,12
9,93173,STIKES Puangrimanggalatung ,4,13,17,0,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0
9,93174,STIKES Mega Buana Palopo ,41,15,56,1,40,0,0,0,0,7,11,1,0,0,0,0,0,3,19
9,93175,STIKES Muhammadiyah Sidrap ,36,5,41,4,32,0,0,0,0,10,21,0,0,0,0,0,0,1,4
9,93176,STIKES IST Buton ,39,7,46,4,35,0,0,0,6,14,12,0,0,0,0,0,0,4,3
9,93177,STMIK Profesional Makassar ,22,5,27,12,10,0,0,0,0,6,16,0,0,0,0,0,0,0,0
9,93178,STIKES Bataraguru Soroaka ,29,3,32,1,28,0,0,0,4,13,12,0,0,0,0,0,0,0,0
9,93179,Sekolah Tinggi Ilmu Hukum dan HAM ,6,0,6,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,5
9,93180,STIKES Graha Medika ,21,4,25,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21
9,93181,Sekolah Tinggi Ilmu Kesehatan Karya Kesehatan ,10,8,18,0,10,0,0,0,0,1,8,0,0,0,0,0,0,0,1
9,93182,Sekolah Tinggi Ilmu Kesehatan Husada Mandiri Poso ,7,12,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,5
9,93183,STIKES Nusantara Jaya ,14,3,17,0,14,0,0,0,1,10,2,0,0,0,0,0,0,0,1
9,93184,STIM Boalemo ,6,9,15,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,1
9,93185,STIKES Bina Mandiri Gorontalo di Kota Gorontalo ,6,12,18,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,2
9,93186,STIKES Bakti Nusantara Gorontalo ,5,7,12,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,3
9,93187,Sekolah Tinggi Bisnis dan Manajemen Dua Saudara ,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8
9,93188,STKIP Mega Rezky ,33,4,37,0,33,0,0,0,0,1,29,1,0,0,0,0,0,0,2
9,93189,Sekolah Tinggi Manajemen Informatika dan Komputer Bina Adinata ,3,4,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9,93190,Sekolah Tinggi Ilmu Kesehatan Pelamonia Kesdam VII Wirabuana ,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7
9,93191,STIK Trinita Manado ,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,93192,Sekolah Tinggi Ilmu Kesehatan Budi Mulia ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,93193,STMIK Hasan Sulur Wonomulyo ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,93194,STKIP Pelita Nusantara Buton ,13,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13
9,93195,Sekolah Tinggi Ilmu Hukum dan Politik Palu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,93196,Sekolah Tinggi Ilmu Kesehatan Salewangan Maros ,27,1,28,2,25,0,0,1,4,14,5,0,0,0,0,0,0,2,1
9,93197,STKIP Muhammadiyah Palopo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,94001,Akademi Bahasa Asing UMI Makassar ,6,0,6,1,5,0,0,0,0,1,5,0,0,0,0,0,0,0,0
9,94002,Akademi Maritim Indonesia AIPI ,27,6,33,4,23,0,0,0,0,11,15,0,0,0,0,0,0,1,0
9,94003,Akademi Manajemen Perpajakan Makassar ,2,1,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
9,94004,Akademi Bahasa Asing Atmajaya Makassar ,3,0,3,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0
9,94005,Akademi Ilmu Gizi YPAG Makassar ,8,7,15,5,3,0,0,0,0,3,5,0,0,0,0,0,0,0,0
9,94007,Akademi Sekretari Manajemen Indonesia Publik ,14,0,14,9,5,0,0,0,0,4,10,0,0,0,0,0,0,0,0
9,94008,Akademi Maritim Indonesia Veteran Makassar ,51,7,58,15,36,0,0,4,0,19,25,1,0,0,0,0,1,0,1
9,94010,Akademi Sekretari Manajemen Atmajaya Makassar ,4,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
9,94011,Akademi Pariwisata Manado ,9,1,10,0,9,0,0,0,1,7,1,0,0,0,0,0,0,0,0
9,94012,Akademi Teknik Kendari ,6,5,11,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,4
9,94013,Akademi Maritim Indonesia Bitung ,16,1,17,0,16,0,0,2,0,13,1,0,0,0,0,0,0,0,0
9,94014,AMIK Rizky Makassar ,15,0,15,1,14,0,0,0,0,8,7,0,0,0,0,0,0,0,0
9,94015,Akademi Keperawatan Muhammadiyah Makassar ,17,1,18,5,12,0,0,0,0,8,9,0,0,0,0,0,0,0,0
9,94018,Akademi Teknik Soroako ,32,0,32,6,26,0,0,0,1,14,17,0,0,0,0,0,0,0,0
9,94019,AMIK Tri Dharma Palu ,1,23,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,94020,Akademi Pariwisata Air Madidi ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,94021,Akademi Keuangan Perbankan Tahuna ,11,0,11,0,11,0,0,0,0,9,2,0,0,0,0,0,0,0,0
9,94022,AMIK Milan Kendari ,4,2,6,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0
9,94023,Akademi Sekretari Manajemen Indonesia Klabat ,10,0,10,0,10,0,0,0,2,5,3,0,0,0,0,0,0,0,0
9,94024,AMIK Yapenas Kendari ,31,13,44,0,31,0,0,0,0,30,1,0,0,0,0,0,0,0,0
9,94025,AMIK Ibnu Khaldum Palopo ,17,15,32,1,16,0,0,0,0,9,7,0,0,0,0,0,0,0,1
9,94026,AMIK Catur Sakti Kendari ,26,8,34,3,23,0,0,0,0,15,10,0,0,0,0,0,0,0,1
9,94027,AMIK Makassar ,9,1,10,0,9,0,0,0,0,6,3,0,0,0,0,0,0,0,0
9,94029,Akademi Sekretari Manajemen Indonesia Lpi Makassar ,19,5,24,4,15,0,0,0,0,10,8,0,0,0,0,0,0,0,1
9,94030,Akademi Sekretari Manajemen Amsir Pare-Pare ,12,0,12,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0
9,94031,Akademi Teknik Pratama Makale ,9,8,17,0,9,0,0,0,0,8,1,0,0,0,0,0,0,0,0
9,94034,Akademi Manajemen Informatika Dan Komputer Kendari ,18,0,18,0,18,0,0,0,0,16,2,0,0,0,0,0,0,0,0
9,94036,Akademi Hiperkes Makassar ,11,8,19,1,10,0,0,0,0,6,4,0,0,0,0,0,0,0,1
9,94037,AMIK Parnaraya Manado ,25,0,25,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0
9,94038,Akademi Teknologi Industri Dewantara Palopo ,5,13,18,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0
9,94040,Akademi Ketalak Pelayaran Niagakeplb Kendari ,6,3,9,0,6,0,0,1,0,4,1,0,0,0,0,0,0,0,0
9,94041,AMIK Lamappapoleonro Soppeng ,8,4,12,2,6,0,0,0,0,5,2,1,0,0,0,0,0,0,0
9,94047,AMIK Tomakaka ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,94048,AMIK Mikenium Kolaka ,16,3,19,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0
9,94049,Akademi Farmasi Bina Husada Kendari ,13,3,16,0,13,0,0,0,0,5,6,0,0,0,0,0,0,0,2
9,94050,Akademi Keperawatan Yapenas 21 Maros ,16,5,21,0,16,0,0,0,0,11,3,0,0,0,0,0,0,0,2
9,94053,ASMI Shita Palu ,2,30,32,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
9,94054,Akademi Komputer Mall Cendikia ,1,7,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,94056,AMIK Luwuk Banggai ,14,36,50,2,12,0,0,0,1,4,9,0,0,0,0,0,0,0,0
9,94057,Akademi Keperawatan Baramuli ,5,1,6,0,5,0,0,0,0,1,4,0,0,0,0,0,0,0,0
9,94058,Akademi Kebidanan Bina Sejahtera ,22,0,22,0,22,0,0,0,1,14,6,0,0,0,0,1,0,0,0
9,94059,Akademi Keperawatan YPPP Wonomulyo ,7,7,14,0,7,0,0,0,0,5,1,0,0,0,0,0,1,0,0
9,94061,Akademi Keperawatan Kamanre ,16,0,16,0,16,0,0,0,0,15,1,0,0,0,0,0,0,0,0
9,94062,Akademi Keperawatan Gowa Raya ,5,1,6,0,5,0,0,0,1,4,0,0,0,0,0,0,0,0,0
9,94063,Akademi Keperawatan Batari Toja ,24,6,30,3,21,0,0,0,1,15,5,0,0,0,0,1,1,0,1
9,94064,Akademi Keperawatan Reformasi ,7,1,8,1,6,0,0,0,0,5,2,0,0,0,0,0,0,0,0
9,94065,Akademi Kebidanan Sandi Karsa ,42,0,42,0,44,0,0,0,7,16,16,1,0,0,0,0,0,0,2
9,94066,Akademi Keperawatan Sandi Karsa ,17,5,22,3,14,0,0,0,0,7,9,0,0,0,0,0,0,0,1
9,94067,Akademi Keperawatan Putra Pertiwi ,7,8,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5
9,94068,Akademi Keperawatan Yapi ,6,2,8,0,6,0,0,0,0,3,1,0,0,0,0,0,0,0,2
9,94069,Akademi Keperawatan Rantepao ,3,7,10,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0
9,94070,Akademi Keperawatan Fatima Mamuju ,16,21,37,0,16,0,0,0,0,14,0,0,0,0,0,0,0,0,2
9,94071,Akademi Keperawatan Makasar ,16,0,16,1,16,0,0,0,0,10,5,0,0,0,0,0,0,0,1
9,94072,Akademi Kebidanan Muhammadiyah Makassar ,27,0,27,10,17,0,0,0,4,12,11,0,0,0,0,0,0,0,0
9,94073,Akademi Kebidanan Palu Sulawesi Tengah ,7,8,15,0,7,0,0,1,1,1,3,0,0,0,0,0,0,0,1
9,94074,Akademi Keperawatan Al-Hambra Makassar ,8,3,11,0,8,0,0,0,0,6,2,0,0,0,0,0,0,0,0
9,94075,Akademi Kebidanan Pelita Ibu Kendari ,34,0,34,0,34,0,0,0,4,2,20,0,0,0,0,0,0,1,7
9,94076,Akademi Keperawatan Totabuan Kotamobagu ,9,12,21,0,9,0,0,0,0,7,0,0,0,0,0,0,0,1,1
9,94077,Akademi Kebidanan Yapma Makassar ,19,5,24,1,18,0,0,0,4,11,4,0,0,0,0,0,0,0,0
9,94078,Akademi Kebidanan Bakti Nusantara Rantepao ,5,12,17,1,4,0,0,0,0,2,2,0,0,0,0,1,0,0,0
9,94079,Akademi Analis Kesehatan Kendari ,9,7,16,0,9,0,0,0,0,5,4,0,0,0,0,0,0,0,0
9,94080,Akademi Kebidanan Kamanre Palopo ,27,2,29,0,27,0,0,0,0,24,1,0,0,0,0,0,0,2,0
9,94081,Akademi Kebidanan Syekh Yusuf Gowa ,14,6,20,0,14,0,0,0,0,9,0,0,0,0,0,0,0,0,5
9,94082,Akademi Kebidanan Minasa Upa ,13,8,21,0,13,0,0,0,5,4,4,0,0,0,0,0,0,0,0
9,94083,Akademi Kebidanan Madani Sinjai ,13,0,13,0,13,0,0,4,0,4,4,0,0,0,0,1,0,0,0
9,94084,Akademi Kebidanan Konawe ,18,5,23,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18
9,94085,Akademi Kebidanan Muhammadiyah Palopo ,26,5,31,0,26,0,0,0,2,10,12,0,0,0,0,1,0,1,0
9,94086,Akademi Keperawatan Sawerigading Pemda Luwu ,16,9,25,4,12,0,0,0,1,1,14,0,0,0,0,0,0,0,0
9,94090,Akademi Keperawatan Fatima Pare-pare ,15,7,22,3,12,0,0,0,0,9,4,0,0,0,0,0,0,0,2
9,94091,Akademi Keperawatan Gunung Maria ,10,9,19,0,10,0,0,2,1,5,2,0,0,0,0,0,0,0,0
9,94092,Akademi Teknik Elektromedik Muhammadiyah Makassar ,5,1,6,0,5,0,0,0,0,3,1,0,0,0,0,0,0,0,1
9,94094,Akademi Farmasi Kebangsaan Makassar ,9,0,9,1,8,0,0,0,0,1,4,0,0,0,0,0,0,1,3
9,94095,AKTEK Radiodiagnostik & Radioterapi Muhammadiyah ,11,1,12,0,11,0,0,0,1,7,3,0,0,0,0,0,0,0,0
9,94096,Akademi Keperawatan Pemda Sengkang ,4,9,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
9,94097,Akademi Kesehatan Lingkungan Mandala Waluya ,6,3,9,0,6,0,0,0,0,3,2,0,0,0,0,0,0,0,1
9,94098,AKPER Putra Pertiwi Watansoppeng ,7,5,12,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,4
9,94099,Akademi Keperawatan Lapatau Bone ,7,4,11,0,7,0,0,0,0,6,1,0,0,0,0,0,0,0,0
9,94100,Akademi Keperawatan Bethesda Tomohon ,16,3,19,1,15,0,0,0,0,6,7,0,0,0,2,1,0,0,0
9,94101,Akademi Keperawatan PPNI Kendari ,8,10,18,0,8,0,0,0,0,5,2,0,0,0,0,0,0,0,1
9,94102,Akademi Keperawatan Justitia ,8,2,10,0,8,0,0,0,0,6,2,0,0,0,0,0,0,0,0
9,94103,Akademi Farmasi Medika Nusantara ,7,0,7,0,7,0,0,0,0,1,5,0,0,0,0,0,0,1,0
9,94104,Akademi Kebidanan Nusantara Jaya ,18,3,21,0,18,0,0,0,3,13,2,0,0,0,0,0,0,0,0
9,94105,Akademi Kebidanan Batari Toja ,5,18,23,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,3
9,94106,Akademi Kebidanan Bunda Kotamobagu ,9,21,30,0,9,0,0,0,0,8,0,0,0,0,0,0,0,1,0
9,94107,Akademi Kebidanan Lapatau Bone ,3,8,11,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0
9,94108,Akademi Kesehatan Gigi Kendari ,6,10,16,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,3
9,94109,Akademi Kebidanan Persada Wajo ,1,13,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,94110,Akademi Analis Kesehatan Muhammadiyah Makassar ,14,0,14,0,14,0,0,0,0,7,7,0,0,0,0,0,0,0,0
9,94111,Akademi Kebidanan Bina Sehat Nusantara ,10,11,21,0,10,0,0,0,2,6,1,0,0,0,0,0,0,0,1
9,94112,Akademi Kebidanan Andi Makkasau ,10,9,19,0,10,0,0,0,1,0,9,0,0,0,0,0,0,0,0
9,94113,Akademi Farmasi Sandi Karsa ,12,2,14,0,12,0,0,0,0,4,2,0,0,0,0,0,3,0,3
9,94114,Akademi Kesehatan Lingkungan Muhammadiyah Makassar ,8,3,11,0,8,0,0,0,0,4,4,0,0,0,0,0,0,0,0
9,94115,Akademi Kebidanan Dian Harapan ,5,0,5,1,4,0,0,0,0,3,2,0,0,0,0,0,0,0,0
9,94116,Akademi Kebidanan Inau ,7,0,7,0,7,0,0,0,2,3,1,0,0,0,0,0,0,1,0
9,94117,Akademi Kebidanan Sinar Kasih Toraja ,21,5,26,1,20,0,0,0,1,13,7,0,0,0,0,0,0,0,0
9,94118,Akademi Kebidanan Sumber Kasih Enrekang ,4,8,12,0,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0
9,94119,Akademi Kebidanan Trinita Manado ,13,0,13,0,13,0,0,0,2,10,0,0,0,0,0,0,0,1,0
9,94120,Akademi Keperawatan Toraya ,11,1,12,2,9,0,0,0,0,0,9,0,0,0,0,0,0,0,2
9,94121,Akademi Kebidanan Prima Sengkang ,15,2,17,0,15,0,0,0,4,7,3,0,0,0,0,0,0,0,1
9,94122,Akademi Kebidanan Tahirah Al Baeti Bulukumba ,16,0,16,0,16,0,0,0,2,5,7,0,0,0,0,0,0,0,2
9,94123,Akademi Kebidanan Masamba ,12,0,12,0,12,0,0,0,0,11,1,0,0,0,0,0,0,0,0
9,94124,Akademi Kebidanan Mayapada Gading Persada ,4,1,5,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0
9,94125,Akademi Kebidanan Graha Ananda ,16,0,16,0,16,0,0,0,3,7,0,0,0,0,0,0,0,0,6
9,94126,Akademi Kebidanan Menara Primadani ,6,1,7,1,5,0,0,0,0,4,2,0,0,0,0,0,0,0,0
9,94127,Akademi Kebidanan Pelamonia Kesdam VIIWirabuana ,12,18,30,1,11,0,0,0,2,4,3,0,0,0,0,0,0,0,3
9,94128,Akademi Kebidanan Haji Amirullah ,4,3,7,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
9,94129,Akademi Kebidanan Menara Bunda ,6,4,10,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,2
9,94130,Akademi Keperawatan Metuari Waya Manado ,13,0,13,0,13,0,0,0,1,12,0,0,0,0,0,0,0,0,0
9,94131,Akademi Kebidanan Yayasan Kesehatan Nasional ,17,20,37,0,17,0,0,0,0,10,4,0,0,0,0,0,0,0,3
9,94132,Akademi Kebidanan Paramata Raha ,4,2,6,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
9,94133,Akademi Kebidanan Bambapuang Prima Persada ,1,5,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9,94134,Akademi Kebidanan Aisyah Kabupaten Pangkep ,5,1,6,0,5,0,0,0,3,2,0,0,0,0,0,0,0,0,0
9,94135,Akademi Kebidanan Buton Raya ,7,3,10,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,1
9,94136,Akademi Kebidanan Reformasi ,6,1,7,0,6,0,0,0,4,2,0,0,0,0,0,0,0,0,0
9,94137,Akademi Kebidanan Graha Rabita Anugerah ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,94138,Akademi Keperawatan Rumkit Tingkat III Manado ,11,2,13,0,11,0,0,0,0,3,3,1,0,0,0,0,0,0,4
9,94139,Akademi Keperawatan Rumah Sakit Tk. II Pelamonia ,12,6,18,0,12,0,0,0,0,4,3,0,0,0,0,0,0,0,5
9,94140,Akademi Keperawatan Bala Keselamatan ,7,0,7,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
9,94141,Akademi Farmasi Tadulako Farma ,6,4,10,0,6,0,0,0,0,0,2,0,0,0,0,0,0,1,3
9,94142,Akademi Farmasi Yamasi Makassar ,14,4,18,0,14,0,0,0,0,2,4,0,0,0,0,0,0,1,7
9,94143,AKPER Mappa Oudang Makassar ,11,10,21,0,11,0,0,0,0,4,7,0,0,0,0,0,0,0,0
9,94144,Akademi Fisioterapi ST Lukas Tomohon ,6,0,6,0,6,0,0,0,3,3,0,0,0,0,0,0,0,0,0
9,94145,Akademi Kebidanan Gunung Sari Makassar ,13,3,16,0,13,0,0,0,0,2,1,0,0,0,0,0,0,0,10
9,94146,Akademi Farmasi Toraja ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9,94147,Akademi Farmasi Bina Farmasi ,6,1,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
9,95002,Politeknik Informatika Nasional ,48,5,53,0,48,0,0,0,1,20,8,0,0,0,0,0,0,0,19
9,95004,Politeknik Gorontalo ,25,1,26,0,25,0,0,0,0,8,16,1,0,0,0,0,0,0,0
9,95005,Politeknik Palu ,25,4,29,0,25,0,0,0,0,19,3,0,0,0,0,0,0,0,3
9,95006,Politeknik Indotec Kendari ,24,1,25,0,24,0,0,0,0,22,1,0,0,0,0,0,0,1,0
9,95007,Politeknik Bosowa ,14,20,34,3,11,0,0,0,0,0,11,0,0,0,0,0,0,0,3
10,101001,Universitas Bung Hatta ,287,4,291,188,99,0,0,0,0,6,218,62,0,0,0,1,0,0,0
10,101002,Universitas Muhammadiyah Sumatera Barat ,161,3,164,28,133,0,0,0,1,24,113,11,0,0,0,0,0,1,11
10,101003,Universitas Ekasakti ,205,12,217,67,139,0,0,0,0,61,106,11,0,0,0,0,0,0,27
10,101004,Universitas Mahaputra Muhammad Yamin ,80,9,89,45,35,0,0,0,0,2,75,3,0,0,0,0,0,0,0
10,101005,Universitas Tamansiswa ,52,0,52,36,16,0,0,0,0,3,41,8,0,0,0,0,0,0,0
10,101006,Universitas Islam Riau ,533,167,700,162,371,0,0,0,1,101,357,57,0,0,0,0,0,0,17
10,101007,Universitas Lancang Kuning ,282,10,292,120,162,0,0,0,0,21,203,21,0,0,0,0,0,0,37
10,101008,Universitas Batanghari Jambi ,177,32,209,86,91,0,0,0,1,22,134,18,0,0,0,0,0,0,2
10,101009,Universitas Baiturrahmah ,124,69,193,22,102,0,0,0,15,28,54,4,0,0,0,6,0,5,12
10,101010,Universitas Batam ,176,20,196,31,145,0,0,0,0,31,118,15,0,0,0,5,1,3,3
10,101011,Universitas Internasional Batam ,107,19,126,9,98,0,0,0,1,20,67,9,0,0,0,0,0,0,10
10,101012,Universitas Putra Indonesia Yptk Padang ,342,68,410,36,303,0,0,0,0,51,230,8,0,0,0,0,0,0,53
10,101013,Universitas Abdurrab ,111,41,152,3,108,0,0,1,6,11,70,0,0,0,0,5,0,10,8
10,101014,Universitas Riau Kepulauan ,173,2,175,42,131,0,0,0,0,16,152,3,0,0,0,0,0,0,2
10,101016,Universitas Muara Bungo ,112,13,125,13,99,0,0,0,0,54,49,3,0,0,0,0,0,0,6
10,101017,Universitas Islam Indragiri ,98,31,129,36,62,0,0,0,0,0,85,5,0,0,0,0,0,0,8
10,101018,Universitas Muhammadiyah Riau ,110,2,112,25,85,0,0,0,0,18,73,0,0,0,0,0,0,0,19
10,101019,Universitas Putera Batam ,142,3,145,20,122,0,0,0,0,19,98,4,0,0,0,0,0,0,21
10,101020,Universitas Karimun ,28,0,28,0,31,0,0,0,0,11,7,1,0,0,0,0,0,0,9
10,101021,Universitas Pasir Pengaraian ,105,28,133,22,83,0,0,0,0,8,96,0,0,0,0,0,0,0,1
10,101022,Universitas Islam Sumatera Barat ,9,4,13,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,8
10,101023,Universitas Islam Kuantan Singingi ,85,10,95,4,82,0,0,0,0,4,70,1,0,0,0,0,0,0,10
10,101024,Universitas Dharma Andalas ,81,2,83,22,59,0,0,0,0,4,40,1,0,0,0,0,0,0,36
10,101025,Universitas Universal ,55,1,56,0,55,0,0,0,0,0,44,0,0,0,0,0,0,0,11
10,101026,Universitas Mohammad Natsir Bukittinggi ,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9
10,101027,Universitas Dharmas Indonesia ,53,10,63,2,51,0,0,0,2,10,37,0,0,0,0,0,0,0,4
10,102002,Institut Teknologi Padang ,71,15,86,45,27,0,0,0,0,5,55,4,0,0,0,0,0,0,7
10,103001,STKIP Yayasan Abdi Pendidikan ,36,5,41,8,28,0,0,0,0,8,25,1,0,0,0,0,0,0,2
10,103002,STKIP Ahlussunnah ,52,0,52,7,45,0,0,0,0,2,47,0,0,0,0,0,0,0,3
10,103003,STKIP PGRI Sumatera Barat ,263,0,263,89,174,0,0,0,0,1,234,8,0,0,0,0,0,0,20
10,103004,STKIP YDB Lubuk Alung ,43,1,44,2,42,0,0,0,0,5,35,1,0,0,0,0,0,0,2
10,103006,Sekolah Tinggi Ilmu Hukum Lubuk Sikaping ,12,5,17,4,8,0,0,0,0,5,7,0,0,0,0,0,0,0,0
10,103007,Sekolah Tinggi Ilmu Manajemen Sumbar ,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,103008,Sekolah Tinggi Ilmu Ekonomi H Agus Salim ,38,3,41,6,32,0,0,0,0,7,20,1,0,0,0,0,0,0,10
10,103009,Sekolah Tinggi Ilmu Ekonomi KBP ,29,17,46,5,24,0,0,0,0,7,19,2,0,0,0,0,0,0,1
