,jenjang_prodi,jmldosen,jmlmhs,kabkot,kode,nama,status,univ,rcode,subcode
0,S2,6,93,Prop. D.K.I. Jakarta - Indonesia,63101,Ilmu Administrasi Publik,Aktif,Universitas Terbuka,6,63
1,S2,10,56,Prop. D.K.I. Jakarta - Indonesia,61101,Manajemen,Aktif,Universitas Terbuka,6,61
2,S2,7,12,Prop. D.K.I. Jakarta - Indonesia,54142,Manajemen Perikanan,Aktif,Universitas Terbuka,5,54
3,S2,0,0,Prop. D.K.I. Jakarta - Indonesia,88103,Pendidikan Bahasa Inggris,Aktif,Universitas Terbuka,8,88
4,S2,6,0,Prop. D.K.I. Jakarta - Indonesia,86122,Pendidikan Dasar,Aktif,Universitas Terbuka,8,86
5,S2,6,41,Prop. D.K.I. Jakarta - Indonesia,84102,Pendidikan Matematika,Aktif,Universitas Terbuka,8,84
6,S1,44,1137,Prop. D.K.I. Jakarta - Indonesia,54201,Agribisnis,Aktif,Universitas Terbuka,5,54
7,S1,17,4510,Prop. D.K.I. Jakarta - Indonesia,62201,Akuntansi,Aktif,Universitas Terbuka,6,62
8,S1,0,0,Prop. D.K.I. Jakarta - Indonesia,62205,Akuntansi Keuangan Publik,Aktif,Universitas Terbuka,6,62
9,S1,14,173,Prop. D.K.I. Jakarta - Indonesia,46201,Biologi,Aktif,Universitas Terbuka,4,46
10,S1,19,689,Prop. D.K.I. Jakarta - Indonesia,60201,Ekonomi Pembangunan,Aktif,Universitas Terbuka,6,60
11,S1,8,410,Prop. D.K.I. Jakarta - Indonesia,63211,Ilmu Administrasi Bisnis,Aktif,Universitas Terbuka,6,63
12,S1,27,8382,Prop. D.K.I. Jakarta - Indonesia,63201,Ilmu Administrasi Negara,Aktif,Universitas Terbuka,6,63
13,S1,8,2450,Prop. D.K.I. Jakarta - Indonesia,74201,Ilmu Hukum,Aktif,Universitas Terbuka,7,74
14,S1,8,3326,Prop. D.K.I. Jakarta - Indonesia,70201,Ilmu Komunikasi,Aktif,Universitas Terbuka,7,70
15,S1,9,8393,Prop. D.K.I. Jakarta - Indonesia,65201,Ilmu Pemerintahan,Aktif,Universitas Terbuka,6,65
16,S1,7,11041,Prop. D.K.I. Jakarta - Indonesia,71201,Ilmu Perpustakaan,Aktif,Universitas Terbuka,7,71
17,S1,53,11020,Prop. D.K.I. Jakarta - Indonesia,61201,Manajemen,Aktif,Universitas Terbuka,6,61
18,S1,19,228,Prop. D.K.I. Jakarta - Indonesia,44201,Matematika,Aktif,Universitas Terbuka,4,44
19,S1,33,1396,Prop. D.K.I. Jakarta - Indonesia,88201,Pendidikan Bahasa Dan Sastra Indonesia,Aktif,Universitas Terbuka,8,88
20,S1,21,1301,Prop. D.K.I. Jakarta - Indonesia,88203,Pendidikan Bahasa Inggris,Aktif,Universitas Terbuka,8,88
21,S1,22,610,Prop. D.K.I. Jakarta - Indonesia,84205,Pendidikan Biologi,Aktif,Universitas Terbuka,8,84
22,S1,10,733,Prop. D.K.I. Jakarta - Indonesia,87203,Pendidikan Ekonomi,Aktif,Universitas Terbuka,8,87
23,S1,11,318,Prop. D.K.I. Jakarta - Indonesia,84203,Pendidikan Fisika,Aktif,Universitas Terbuka,8,84
24,S1,53,48170,Prop. D.K.I. Jakarta - Indonesia,86207,Pendidikan Guru Pendidikan Anak Usia Dini,Aktif,Universitas Terbuka,8,86
25,S1,136,159578,Prop. D.K.I. Jakarta - Indonesia,86206,Pendidikan Guru Sekolah Dasar,Aktif,Universitas Terbuka,8,86
26,S1,9,171,Prop. D.K.I. Jakarta - Indonesia,84204,Pendidikan Kimia,Aktif,Universitas Terbuka,8,84
27,S1,21,760,Prop. D.K.I. Jakarta - Indonesia,84202,Pendidikan Matematika,Aktif,Universitas Terbuka,8,84
28,S1,26,887,Prop. D.K.I. Jakarta - Indonesia,87205,Pendidikan Pancasila Dan Kewarganegaraan,Aktif,Universitas Terbuka,8,87
29,S1,11,375,Prop. D.K.I. Jakarta - Indonesia,35201,Perencanaan Wilayah Dan Kota,Aktif,Universitas Terbuka,3,35
30,S1,6,1710,Prop. D.K.I. Jakarta - Indonesia,79202,Sastra Inggris,Aktif,Universitas Terbuka,7,79
31,S1,11,633,Prop. D.K.I. Jakarta - Indonesia,69201,Sosiologi,Aktif,Universitas Terbuka,6,69
32,S1,15,239,Prop. D.K.I. Jakarta - Indonesia,49201,Statistika,Aktif,Universitas Terbuka,4,49
33,S1,10,151,Prop. D.K.I. Jakarta - Indonesia,41221,Teknologi Pangan,Aktif,Universitas Terbuka,4,41
34,S1,0,0,Prop. D.K.I. Jakarta - Indonesia,86203,Teknologi Pendidikan,Aktif,Universitas Terbuka,8,86
35,D4,7,1553,Prop. D.K.I. Jakarta - Indonesia,71302,Kearsipan,Aktif,Universitas Terbuka,7,71
36,D3,9,351,Prop. D.K.I. Jakarta - Indonesia,62402,Perpajakan,Aktif,Universitas Terbuka,6,62
37,D2,10,8082,Prop. D.K.I. Jakarta - Indonesia,71501,Perpustakaan,Aktif,Universitas Terbuka,7,71
38,D1,0,0,Prop. D.K.I. Jakarta - Indonesia,46601,Lingkungan,Tutup,Universitas Terbuka,4,46
39,S3,5,15,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,23001,Arsitektur,Aktif,Universitas Indonesia,2,23
40,S3,4,31,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,13021,Epidemiologi,Aktif,Universitas Indonesia,1,13
41,S3,5,100,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,63001,Ilmu Administrasi,Aktif,Universitas Indonesia,6,63
42,S3,6,63,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,62001,Ilmu Akuntansi,Aktif,Universitas Indonesia,6,62
43,S3,2,61,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,82001,Ilmu Antropologi,Aktif,Universitas Indonesia,8,82
44,S3,6,16,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,81001,Ilmu Arkeologi,Aktif,Universitas Indonesia,8,81
45,S3,5,27,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,28001,Ilmu Bahan-bahan,Aktif,Universitas Indonesia,2,28
46,S3,3,15,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,46001,Ilmu Biologi,Aktif,Universitas Indonesia,4,46
47,S3,8,60,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,60001,Ilmu Ekonomi,Aktif,Universitas Indonesia,6,60
48,S3,0,26,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,48001,Ilmu Farmasi,Aktif,Universitas Indonesia,4,48
49,S3,4,19,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,75001,Ilmu Filsafat,Aktif,Universitas Indonesia,7,75
50,S3,2,17,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,13011,Ilmu Gizi,Aktif,Universitas Indonesia,1,13
51,S3,7,88,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,74001,Ilmu Hukum,Aktif,Universitas Indonesia,7,74
52,S3,2,185,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11001,Ilmu Kedokteran,Aktif,Universitas Indonesia,1,11
53,S3,10,79,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11002,Ilmu Kedokteran Dasar,Aktif,Universitas Indonesia,1,11
54,S3,8,27,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,12001,Ilmu Kedokteran Gigi,Aktif,Universitas Indonesia,1,12
55,S3,4,64,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,14001,Ilmu Keperawatan,Aktif,Universitas Indonesia,1,14
56,S3,6,81,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,13001,Ilmu Kesehatan Masyarakat,Aktif,Universitas Indonesia,1,13
57,S3,5,38,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,72001,Ilmu Kesejahteraan Sosial,Aktif,Universitas Indonesia,7,72
58,S3,7,23,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,47001,Ilmu Kimia,Aktif,Universitas Indonesia,4,47
59,S3,7,55,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,55001,Ilmu Komputer,Aktif,Universitas Indonesia,5,55
60,S3,5,47,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,70001,Ilmu Komunikasi,Aktif,Universitas Indonesia,7,70
61,S3,2,70,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,95029,Ilmu Lingkungan,Aktif,Universitas Indonesia,9,95
62,S3,5,41,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,79002,Ilmu Linguistik,Aktif,Universitas Indonesia,7,79
63,S3,9,101,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,61001,Ilmu Manajemen,Aktif,Universitas Indonesia,6,61
64,S3,9,79,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,67001,Ilmu Politik,Aktif,Universitas Indonesia,6,67
65,S3,8,56,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,73001,Ilmu Psikologi,Aktif,Universitas Indonesia,7,73
66,S3,6,30,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,80001,Ilmu Sejarah,Aktif,Universitas Indonesia,8,80
67,S3,7,41,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,69001,Ilmu Sosiologi,Aktif,Universitas Indonesia,6,69
68,S3,6,54,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,79001,Ilmu Susastra,Aktif,Universitas Indonesia,7,79
69,S3,9,64,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,20001,Ilmu Teknik Elektro,Aktif,Universitas Indonesia,2,20
70,S3,8,44,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,21001,Ilmu Teknik Mesin,Aktif,Universitas Indonesia,2,21
71,S3,6,28,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,22001,Ilmu Teknik Sipil,Aktif,Universitas Indonesia,2,22
72,S3,5,29,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,66001,Kriminologi,Aktif,Universitas Indonesia,6,66
73,S3,0,0,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,20002,Opto Elektroteknika Laser,Tutup,Universitas Indonesia,2,20
74,S3,0,14,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,26001,Teknik Industri,Aktif,Universitas Indonesia,2,26
75,S3,6,34,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,24001,Teknik Kimia,Aktif,Universitas Indonesia,2,24
76,S3,7,13,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,27001,Teknik Metalurgi Dan Material,Aktif,Universitas Indonesia,2,27
77,Sp-2,0,23,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11716,Obstetri dan Ginekologi,Aktif,Universitas Indonesia,1,11
78,Sp-2,0,28,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11732,Ilmu Bedah,Aktif,Universitas Indonesia,1,11
79,Sp-2,0,68,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11733,Ilmu Kesehatan Anak,Aktif,Universitas Indonesia,1,11
80,Sp-2,0,88,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11802,Ilmu Penyakit Dalam,Aktif,Universitas Indonesia,1,11
81,Sp-2,0,0,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11810,Kedokteran Jiwa Sp II,Aktif,Universitas Indonesia,1,11
82,S2,4,53,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,23101,Arsitektur,Aktif,Universitas Indonesia,2,23
83,S2,5,9,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,96101,Asia Tenggara Magister,Aktif,Universitas Indonesia,9,96
84,S2,7,47,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,46101,Biologi,Aktif,Universitas Indonesia,4,46
85,S2,5,124,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,13121,Epidemiologi,Aktif,Universitas Indonesia,1,13
86,S2,11,211,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,45101,Fisika,Aktif,Universitas Indonesia,4,45
87,S2,6,53,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,51101,Geografi,Aktif,Universitas Indonesia,5,51
88,S2,0,39,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,48104,Herbal,Aktif,Universitas Indonesia,4,48
89,S2,5,105,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,63101,Ilmu Administrasi,Aktif,Universitas Indonesia,6,63
90,S2,17,49,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,62101,Ilmu Akuntansi,Aktif,Universitas Indonesia,6,62
91,S2,5,67,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,82101,Ilmu Antropologi,Aktif,Universitas Indonesia,8,82
92,S2,5,28,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,81101,Ilmu Arkeologi,Aktif,Universitas Indonesia,8,81
93,S2,13,257,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,60101,Ilmu Ekonomi,Aktif,Universitas Indonesia,6,60
94,S2,7,11,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,75101,Ilmu Filsafat,Aktif,Universitas Indonesia,7,75
95,S2,8,75,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,13111,Ilmu Gizi,Aktif,Universitas Indonesia,1,13
96,S2,7,169,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,64101,Ilmu Hubungan Internasional,Aktif,Universitas Indonesia,6,64
97,S2,6,580,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,74101,Ilmu Hukum,Aktif,Universitas Indonesia,7,74
98,S2,3,128,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,95129,Ilmu Kajian Lingkungan,Aktif,Universitas Indonesia,9,95
99,S2,18,219,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11101,Ilmu Kedokteran Dasar,Aktif,Universitas Indonesia,1,11
100,S2,18,10,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,12102,Ilmu Kedokteran Gigi Dasar,Aktif,Universitas Indonesia,1,12
101,S2,5,3,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,12103,Ilmu Kedokteran Gigi Komunitas,Aktif,Universitas Indonesia,1,12
102,S2,10,77,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,48101,Ilmu Kefarmasian,Aktif,Universitas Indonesia,4,48
103,S2,11,47,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,54141,Ilmu Kelautan,Aktif,Universitas Indonesia,5,54
104,S2,8,386,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,14101,Ilmu Keperawatan,Aktif,Universitas Indonesia,1,14
105,S2,9,563,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,13101,Ilmu Kesehatan Masyarakat,Aktif,Universitas Indonesia,1,13
106,S2,7,194,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,72101,Ilmu Kesejahteraan Sosial,Aktif,Universitas Indonesia,7,72
107,S2,5,93,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,47101,Ilmu Kimia,Aktif,Universitas Indonesia,4,47
108,S2,8,94,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,57101,Ilmu Komputer,Aktif,Universitas Indonesia,5,57
109,S2,7,307,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,70101,Ilmu Komunikasi,Aktif,Universitas Indonesia,7,70
110,S2,6,145,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,79102,Ilmu Linguistik,Aktif,Universitas Indonesia,7,79
111,S2,16,239,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,61101,Ilmu Manajemen,Aktif,Universitas Indonesia,6,61
112,S2,5,35,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,28101,Ilmu Material,Aktif,Universitas Indonesia,2,28
113,S2,5,42,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,71101,Ilmu Perpustakaan,Aktif,Universitas Indonesia,7,71
114,S2,5,117,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,67101,Ilmu Politik,Aktif,Universitas Indonesia,6,67
115,S2,5,40,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,80101,Ilmu Sejarah,Aktif,Universitas Indonesia,8,80
116,S2,6,99,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,79101,Ilmu Susastra,Aktif,Universitas Indonesia,7,79
117,S2,3,286,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,13161,Kajian Administrasi Rumah Sakit,Aktif,Universitas Indonesia,1,13
118,S2,0,116,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,95120,Kajian Ilmu Kepolisian,Aktif,Universitas Indonesia,9,95
119,S2,0,37,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,95102,Kajian Kependudukan & Ketenagaan Kerja,Aktif,Universitas Indonesia,9,95
120,S2,0,204,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,95128,Kajian Ketahanan Nasional,Aktif,Universitas Indonesia,9,95
121,S2,0,39,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,95125,Kajian Pengembangan Perkotaan,Aktif,Universitas Indonesia,9,95
122,S2,4,5,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,95165,Kajian Terorisme Keamanan Internasional,Aktif,Universitas Indonesia,9,95
123,S2,2,20,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,95126,Kajian Wanita,Aktif,Universitas Indonesia,9,95
124,S2,0,13,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,95121,Kajian Wilayah Amerika,Aktif,Universitas Indonesia,9,95
125,S2,0,37,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,95123,Kajian Wilayah Eropa,Aktif,Universitas Indonesia,9,95
126,S2,1,36,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,95122,Kajian Wilayah Jepang,Aktif,Universitas Indonesia,9,95
127,S2,1,121,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,95124,Kajian Wilayah Timur Tengah Islam,Aktif,Universitas Indonesia,9,95
128,S2,5,141,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11108,Kedokteran Kerja,Aktif,Universitas Indonesia,1,11
129,S2,0,0,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11103,Kedokteran Klinis,Aktif,Universitas Indonesia,1,11
130,S2,8,593,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,74102,Kenotariatan,Aktif,Universitas Indonesia,7,74
131,S2,7,118,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,13141,Keselamatan Dan Kesehatan Kerja,Aktif,Universitas Indonesia,1,13
132,S2,8,44,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,66101,Kriminologi,Aktif,Universitas Indonesia,6,66
133,S2,0,352,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,62103,Magister Akuntansi,Aktif,Universitas Indonesia,6,62
134,S2,0,492,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,61102,Magister Manajemen,Aktif,Universitas Indonesia,6,61
135,S2,0,0,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,86105,Magister Manajemen Pendidikan Tinggi,Tutup,Universitas Indonesia,8,86
136,S2,6,55,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,44101,Matematika,Aktif,Universitas Indonesia,4,44
137,S2,0,0,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,20102,Opto Elektronika Dan Aplikasi Laser,Tutup,Universitas Indonesia,2,20
138,S2,6,13,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11109,Pendidikan Kedokteran,Aktif,Universitas Indonesia,1,11
139,S2,20,370,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,63102,Perencanaan Dan Kebijakan Publik,Aktif,Universitas Indonesia,6,63
140,S2,27,148,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,73101,Psikologi,Aktif,Universitas Indonesia,7,73
141,S2,0,171,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,73103,Psikologi Profesi,Aktif,Universitas Indonesia,7,73
142,S2,0,120,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,73104,Psikologi Terapan,Aktif,Universitas Indonesia,7,73
143,S2,13,106,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,69101,Sosiologi,Aktif,Universitas Indonesia,6,69
144,S2,4,230,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,20101,Teknik Elektro,Aktif,Universitas Indonesia,2,20
145,S2,5,201,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,26101,Teknik Industri,Aktif,Universitas Indonesia,2,26
146,S2,6,183,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,24101,Teknik Kimia,Aktif,Universitas Indonesia,2,24
147,S2,5,53,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,21101,Teknik Mesin,Aktif,Universitas Indonesia,2,21
148,S2,5,72,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,27101,Teknik Metalurgi,Aktif,Universitas Indonesia,2,27
149,S2,8,307,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,22101,Teknik Sipil,Aktif,Universitas Indonesia,2,22
150,S2,1,19,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11123,Teknologi Biomedis,Aktif,Universitas Indonesia,1,11
151,S2,8,326,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,55101,Teknologi Informasi,Aktif,Universitas Indonesia,5,55
152,Sp-1,1,66,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11744,Akupunktur Medik,Aktif,Universitas Indonesia,1,11
153,Sp-1,0,52,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11731,Bedah Torak Kardiovaskuler,Aktif,Universitas Indonesia,1,11
154,Sp-1,9,38,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11726,Farmakologi Klinik,Aktif,Universitas Indonesia,1,11
155,Sp-1,7,120,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11706,Ilmu Anestesi,Aktif,Universitas Indonesia,1,11
156,Sp-1,9,92,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11707,Ilmu Bedah,Aktif,Universitas Indonesia,1,11
157,Sp-1,7,58,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,12701,Ilmu Bedah Mulut,Aktif,Universitas Indonesia,1,12
158,Sp-1,8,77,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11712,Ilmu Bedah Ortopaedi,Aktif,Universitas Indonesia,1,11
159,Sp-1,3,50,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11714,Ilmu Bedah Plastik,Aktif,Universitas Indonesia,1,11
160,Sp-1,4,27,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11729,Ilmu Bedah Syaraf,Aktif,Universitas Indonesia,1,11
161,Sp-1,6,78,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11713,Ilmu Bedah Urologi,Aktif,Universitas Indonesia,1,11
162,Sp-1,0,32,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,13701,Ilmu Gizi Klinik,Aktif,Universitas Indonesia,1,13
163,Sp-1,32,205,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11708,Ilmu Kebidanan Dan Penyakit Kandungan,Aktif,Universitas Indonesia,1,11
164,Sp-1,6,9,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11710,Ilmu Kedokteran Forensik,Aktif,Universitas Indonesia,1,11
165,Sp-1,7,22,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11722,Ilmu Kedokteran Olahraga,Aktif,Universitas Indonesia,1,11
166,Sp-1,0,0,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,14701,Ilmu Keperawatan,Tutup,Universitas Indonesia,1,14
167,Sp-1,46,127,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11711,Ilmu Kesehatan Anak,Aktif,Universitas Indonesia,1,11
168,Sp-1,6,42,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,12704,Ilmu Kesehatan Gigi Anak,Aktif,Universitas Indonesia,1,12
169,Sp-1,6,54,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,12703,Ilmu Konservasi Gigi,Aktif,Universitas Indonesia,1,12
170,Sp-1,16,45,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11718,Ilmu Patologi Anatomi,Aktif,Universitas Indonesia,1,11
171,Sp-1,13,53,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11719,Ilmu Patologi Klinik,Aktif,Universitas Indonesia,1,11
172,Sp-1,53,199,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11702,Ilmu Penyakit Dalam,Aktif,Universitas Indonesia,1,11
173,Sp-1,15,104,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11715,Ilmu Penyakit Jantung,Aktif,Universitas Indonesia,1,11
174,Sp-1,17,53,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11704,Ilmu Penyakit Kulit Dan Kelamin,Aktif,Universitas Indonesia,1,11
175,Sp-1,24,61,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11701,Ilmu Penyakit Mata,Aktif,Universitas Indonesia,1,11
176,Sp-1,4,20,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,12702,Ilmu Penyakit Mulut,Aktif,Universitas Indonesia,1,12
177,Sp-1,18,121,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11709,Ilmu Penyakit Paru,Aktif,Universitas Indonesia,1,11
178,Sp-1,15,55,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11703,Ilmu Penyakit Syaraf,Aktif,Universitas Indonesia,1,11
179,Sp-1,11,47,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11705,Ilmu Penyakit Tht,Aktif,Universitas Indonesia,1,11
180,Sp-1,5,26,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11727,Kedokteran Okupasi,Aktif,Universitas Indonesia,1,11
181,Sp-1,0,24,Kota Jakarta Pusat - Prop. D.K.I. Jakarta - Indonesia,11739,Kedokteran Penerbangan,Aktif,Universitas Indonesia,1,11
