,jenjang_prodi,jmldosen,jmlmhs,kabkot,kode,nama,status,univ,rcode,subcode
2974,S2,7,222,Kota Surabaya - Prop. Jawa Timur - Indonesia,84101,Pendidikan Sains,Aktif,Universitas Negeri Surabaya,8,84
2975,S2,6,59,Kota Surabaya - Prop. Jawa Timur - Indonesia,88109,Pendidikan Seni Budaya,Aktif,Universitas Negeri Surabaya,8,88
2976,S2,5,77,Kota Surabaya - Prop. Jawa Timur - Indonesia,83101,Pendidikan Teknologi Dan Kejuruan,Aktif,Universitas Negeri Surabaya,8,83
2977,S2,6,32,Kota Surabaya - Prop. Jawa Timur - Indonesia,86103,Teknologi Pendidikan,Aktif,Universitas Negeri Surabaya,8,86
2978,S1,9,539,Kota Surabaya - Prop. Jawa Timur - Indonesia,62201,Akuntansi,Aktif,Universitas Negeri Surabaya,6,62
2979,S1,12,396,Kota Surabaya - Prop. Jawa Timur - Indonesia,86201,Bimbingan Dan Konseling,Aktif,Universitas Negeri Surabaya,8,86
2980,S1,13,185,Kota Surabaya - Prop. Jawa Timur - Indonesia,46201,Biologi,Aktif,Universitas Negeri Surabaya,4,46
2981,S1,6,31,Kota Surabaya - Prop. Jawa Timur - Indonesia,90241,Desain Komunikasi Visual,Aktif,Universitas Negeri Surabaya,9,90
2982,S1,8,135,Kota Surabaya - Prop. Jawa Timur - Indonesia,60202,Ekonomi Islam,Aktif,Universitas Negeri Surabaya,6,60
2983,S1,13,173,Kota Surabaya - Prop. Jawa Timur - Indonesia,45201,Fisika,Aktif,Universitas Negeri Surabaya,4,45
2984,S1,10,376,Kota Surabaya - Prop. Jawa Timur - Indonesia,63201,Ilmu Administrasi Negara,Aktif,Universitas Negeri Surabaya,6,63
2985,S1,14,530,Kota Surabaya - Prop. Jawa Timur - Indonesia,74201,Ilmu Hukum,Aktif,Universitas Negeri Surabaya,7,74
2986,S1,24,598,Kota Surabaya - Prop. Jawa Timur - Indonesia,89201,Ilmu Keolahragaan,Aktif,Universitas Negeri Surabaya,8,89
2987,S1,7,161,Kota Surabaya - Prop. Jawa Timur - Indonesia,70201,Ilmu Komunikasi,Aktif,Universitas Negeri Surabaya,7,70
2988,S1,17,187,Kota Surabaya - Prop. Jawa Timur - Indonesia,47201,Kimia,Aktif,Universitas Negeri Surabaya,4,47
2989,S1,28,1007,Kota Surabaya - Prop. Jawa Timur - Indonesia,61201,Manajemen,Aktif,Universitas Negeri Surabaya,6,61
2990,S1,8,409,Kota Surabaya - Prop. Jawa Timur - Indonesia,86204,Manajemen Pendidikan,Aktif,Universitas Negeri Surabaya,8,86
2991,S1,12,181,Kota Surabaya - Prop. Jawa Timur - Indonesia,44201,Matematika,Aktif,Universitas Negeri Surabaya,4,44
2992,S1,9,301,Kota Surabaya - Prop. Jawa Timur - Indonesia,87210,Pendidikan Administrasi Perkantoran,Aktif,Universitas Negeri Surabaya,8,87
2993,S1,7,322,Kota Surabaya - Prop. Jawa Timur - Indonesia,87209,Pendidikan Akuntansi,Aktif,Universitas Negeri Surabaya,8,87
2994,S1,14,412,Kota Surabaya - Prop. Jawa Timur - Indonesia,88201,Pendidikan Bahasa Dan Sastra Indonesia,Aktif,Universitas Negeri Surabaya,8,88
2995,S1,15,437,Kota Surabaya - Prop. Jawa Timur - Indonesia,88202,Pendidikan Bahasa Dan Sastra Jawa,Aktif,Universitas Negeri Surabaya,8,88
2996,S1,26,419,Kota Surabaya - Prop. Jawa Timur - Indonesia,88203,Pendidikan Bahasa Inggris,Aktif,Universitas Negeri Surabaya,8,88
2997,S1,13,367,Kota Surabaya - Prop. Jawa Timur - Indonesia,88205,Pendidikan Bahasa Jepang,Aktif,Universitas Negeri Surabaya,8,88
2998,S1,6,167,Kota Surabaya - Prop. Jawa Timur - Indonesia,88207,Pendidikan Bahasa Jerman,Aktif,Universitas Negeri Surabaya,8,88
2999,S1,6,324,Kota Surabaya - Prop. Jawa Timur - Indonesia,88208,Pendidikan Bahasa Mandarin,Aktif,Universitas Negeri Surabaya,8,88
3000,S1,16,422,Kota Surabaya - Prop. Jawa Timur - Indonesia,84205,Pendidikan Biologi,Aktif,Universitas Negeri Surabaya,8,84
3001,S1,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,86210,Pendidikan Calon Pendidik Akademi Komunitas,Tutup,Universitas Negeri Surabaya,8,86
3002,S1,9,398,Kota Surabaya - Prop. Jawa Timur - Indonesia,87203,Pendidikan Ekonomi,Aktif,Universitas Negeri Surabaya,8,87
3003,S1,19,404,Kota Surabaya - Prop. Jawa Timur - Indonesia,84203,Pendidikan Fisika,Aktif,Universitas Negeri Surabaya,8,84
3004,S1,19,519,Kota Surabaya - Prop. Jawa Timur - Indonesia,87202,Pendidikan Geografi,Aktif,Universitas Negeri Surabaya,8,87
3005,S1,13,444,Kota Surabaya - Prop. Jawa Timur - Indonesia,86207,Pendidikan Guru Pendidikan Anak Usia Dini,Aktif,Universitas Negeri Surabaya,8,86
3006,S1,23,1014,Kota Surabaya - Prop. Jawa Timur - Indonesia,86206,Pendidikan Guru Sekolah Dasar,Aktif,Universitas Negeri Surabaya,8,86
3007,S1,31,725,Kota Surabaya - Prop. Jawa Timur - Indonesia,85201,"Pendidikan Jasmani, Kesehatan & Rekreasi",Aktif,Universitas Negeri Surabaya,8,85
3008,S1,30,726,Kota Surabaya - Prop. Jawa Timur - Indonesia,85202,Pendidikan Kepelatihan Olahraga,Aktif,Universitas Negeri Surabaya,8,85
3009,S1,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,83206,Pendidikan Kesejahteraan Keluarga,Tutup,Universitas Negeri Surabaya,8,83
3010,S1,14,387,Kota Surabaya - Prop. Jawa Timur - Indonesia,84204,Pendidikan Kimia,Aktif,Universitas Negeri Surabaya,8,84
3011,S1,10,408,Kota Surabaya - Prop. Jawa Timur - Indonesia,86202,Pendidikan Luar Biasa,Aktif,Universitas Negeri Surabaya,8,86
3012,S1,8,366,Kota Surabaya - Prop. Jawa Timur - Indonesia,86205,Pendidikan Luar Sekolah,Aktif,Universitas Negeri Surabaya,8,86
3013,S1,14,424,Kota Surabaya - Prop. Jawa Timur - Indonesia,84202,Pendidikan Matematika,Aktif,Universitas Negeri Surabaya,8,84
3014,S1,10,477,Kota Surabaya - Prop. Jawa Timur - Indonesia,87205,Pendidikan Pancasila Dan Kewarganegaraan,Aktif,Universitas Negeri Surabaya,8,87
3015,S1,18,360,Kota Surabaya - Prop. Jawa Timur - Indonesia,84201,Pendidikan Sains,Aktif,Universitas Negeri Surabaya,8,84
3016,S1,13,497,Kota Surabaya - Prop. Jawa Timur - Indonesia,87201,Pendidikan Sejarah,Aktif,Universitas Negeri Surabaya,8,87
3017,S1,16,467,Kota Surabaya - Prop. Jawa Timur - Indonesia,88209,"Pendidikan Seni Drama, Tari Dan Musik",Aktif,Universitas Negeri Surabaya,8,88
3018,S1,8,357,Kota Surabaya - Prop. Jawa Timur - Indonesia,88210,Pendidikan Seni Rupa,Aktif,Universitas Negeri Surabaya,8,88
3019,S1,9,230,Kota Surabaya - Prop. Jawa Timur - Indonesia,83212,Pendidikan Tat Busana,Aktif,Universitas Negeri Surabaya,8,83
3020,S1,12,222,Kota Surabaya - Prop. Jawa Timur - Indonesia,83211,Pendidikan Tata Boga,Aktif,Universitas Negeri Surabaya,8,83
3021,S1,8,293,Kota Surabaya - Prop. Jawa Timur - Indonesia,87211,Pendidikan Tata Niaga,Aktif,Universitas Negeri Surabaya,8,87
3022,S1,10,280,Kota Surabaya - Prop. Jawa Timur - Indonesia,83213,Pendidikan Tata Rias,Aktif,Universitas Negeri Surabaya,8,83
3023,S1,10,422,Kota Surabaya - Prop. Jawa Timur - Indonesia,83205,Pendidikan Teknik Bangunan,Aktif,Universitas Negeri Surabaya,8,83
3024,S1,15,417,Kota Surabaya - Prop. Jawa Timur - Indonesia,83201,Pendidikan Teknik Elektro,Aktif,Universitas Negeri Surabaya,8,83
3025,S1,15,484,Kota Surabaya - Prop. Jawa Timur - Indonesia,83203,Pendidikan Teknik Mesin,Aktif,Universitas Negeri Surabaya,8,83
3026,S1,6,292,Kota Surabaya - Prop. Jawa Timur - Indonesia,83207,Pendidikan Teknologi Informasi,Aktif,Universitas Negeri Surabaya,8,83
3027,S1,16,426,Kota Surabaya - Prop. Jawa Timur - Indonesia,73201,Psikologi,Aktif,Universitas Negeri Surabaya,7,73
3028,S1,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,88272,PSKGJ Pendidikan Bahasa Daerah (Jawa),Tutup,Universitas Negeri Surabaya,8,88
3029,S1,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,88273,PSKGJ Pendidikan Bahasa Inggris,Tutup,Universitas Negeri Surabaya,8,88
3030,S1,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,88277,PSKGJ Pendidikan Bahasa Jerman,Tutup,Universitas Negeri Surabaya,8,88
3031,S1,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,88271,PSKGJ Pendidikan Bahasa Sastra Indonesia dan Daerah,Tutup,Universitas Negeri Surabaya,8,88
3032,S1,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,84275,PSKGJ Pendidikan Biologi,Tutup,Universitas Negeri Surabaya,8,84
3033,S1,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,87273,PSKGJ Pendidikan Ekonomi,Tutup,Universitas Negeri Surabaya,8,87
3034,S1,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,87272,PSKGJ Pendidikan Geografi,Tutup,Universitas Negeri Surabaya,8,87
3035,S1,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,86277,PSKGJ Pendidikan Guru Pendidikan Anak Usia Dini,Tutup,Universitas Negeri Surabaya,8,86
3036,S1,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,86276,PSKGJ Pendidikan Guru Sekolah Dasar(PGSD),Tutup,Universitas Negeri Surabaya,8,86
3037,S1,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,85272,PSKGJ Pendidikan Kepelatihan Olah Raga,Tutup,Universitas Negeri Surabaya,8,85
3038,S1,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,83276,PSKGJ Pendidikan Kesejahteraan Keluarga,Tutup,Universitas Negeri Surabaya,8,83
3039,S1,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,84274,PSKGJ Pendidikan Kimia,Tutup,Universitas Negeri Surabaya,8,84
3040,S1,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,86272,PSKGJ Pendidikan Luar Biasa,Tutup,Universitas Negeri Surabaya,8,86
3041,S1,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,84272,PSKGJ Pendidikan Matematika,Tutup,Universitas Negeri Surabaya,8,84
3042,S1,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,87275,PSKGJ Pendidikan Pancasila dan Kewarganegaraan,Tutup,Universitas Negeri Surabaya,8,87
3043,S1,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,87271,PSKGJ Pendidikan Sejarah,Tutup,Universitas Negeri Surabaya,8,87
3044,S1,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,88279,PSKGJ Pendidikan Sendratasik,Tutup,Universitas Negeri Surabaya,8,88
3045,S1,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,88270,PSKGJ Pendidikan Seni Rupa,Tutup,Universitas Negeri Surabaya,8,88
3046,S1,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,83275,PSKGJ Pendidikan Teknik Bangunan,Tutup,Universitas Negeri Surabaya,8,83
3047,S1,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,83271,PSKGJ Pendidikan Teknik Elektro,Tutup,Universitas Negeri Surabaya,8,83
3048,S1,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,83273,PSKGJ Pendidikan Teknik Mesin,Tutup,Universitas Negeri Surabaya,8,83
3049,S1,11,146,Kota Surabaya - Prop. Jawa Timur - Indonesia,79201,Sastra Indonesia,Aktif,Universitas Negeri Surabaya,7,79
3050,S1,13,356,Kota Surabaya - Prop. Jawa Timur - Indonesia,79202,Sastra Inggris,Aktif,Universitas Negeri Surabaya,7,79
3051,S1,6,91,Kota Surabaya - Prop. Jawa Timur - Indonesia,79206,Sastra Jerman,Aktif,Universitas Negeri Surabaya,7,79
3052,S1,7,33,Kota Surabaya - Prop. Jawa Timur - Indonesia,91221,Seni Musik,Aktif,Universitas Negeri Surabaya,9,91
3053,S1,5,30,Kota Surabaya - Prop. Jawa Timur - Indonesia,90201,Seni Rupa Murni,Aktif,Universitas Negeri Surabaya,9,90
3054,S1,7,42,Kota Surabaya - Prop. Jawa Timur - Indonesia,57201,Sistem Informasi,Aktif,Universitas Negeri Surabaya,5,57
3055,S1,15,338,Kota Surabaya - Prop. Jawa Timur - Indonesia,69201,Sosiologi,Aktif,Universitas Negeri Surabaya,6,69
3056,S1,12,312,Kota Surabaya - Prop. Jawa Timur - Indonesia,20201,Teknik Elektro,Aktif,Universitas Negeri Surabaya,2,20
3057,S1,9,45,Kota Surabaya - Prop. Jawa Timur - Indonesia,55202,Teknik Informatika,Aktif,Universitas Negeri Surabaya,5,55
3058,S1,15,277,Kota Surabaya - Prop. Jawa Timur - Indonesia,21201,Teknik Mesin,Aktif,Universitas Negeri Surabaya,2,21
3059,S1,11,506,Kota Surabaya - Prop. Jawa Timur - Indonesia,22201,Teknik Sipil,Aktif,Universitas Negeri Surabaya,2,22
3060,S1,11,448,Kota Surabaya - Prop. Jawa Timur - Indonesia,86203,Teknologi Pendidikan,Aktif,Universitas Negeri Surabaya,8,86
3061,Profesi,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,86902,Pendidikan Profesi Guru SD,Tutup,Universitas Negeri Surabaya,8,86
3062,Profesi,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,86903,Pendidikan Profesi Guru SMK,Tutup,Universitas Negeri Surabaya,8,86
3063,D3,7,217,Kota Surabaya - Prop. Jawa Timur - Indonesia,63401,Administrasi Negara,Aktif,Universitas Negeri Surabaya,6,63
3064,D3,8,159,Kota Surabaya - Prop. Jawa Timur - Indonesia,62401,Akuntansi,Aktif,Universitas Negeri Surabaya,6,62
3065,D3,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,79402,Bahasa Inggris,Tutup,Universitas Negeri Surabaya,7,79
3066,D3,6,132,Kota Surabaya - Prop. Jawa Timur - Indonesia,90442,Desain Grafis,Aktif,Universitas Negeri Surabaya,9,90
3067,D3,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,61406,Keuangan dan Perbankan,Tutup,Universitas Negeri Surabaya,6,61
3068,D3,0,0,Kota Surabaya - Prop. Jawa Timur - Indonesia,57402,Komputerisasi Akuntansi,Tutup,Universitas Negeri Surabaya,5,57
3069,D3,6,204,Kota Surabaya - Prop. Jawa Timur - Indonesia,57401,Manajemen Informatika,Aktif,Universitas Negeri Surabaya,5,57
3070,D3,9,55,Kota Surabaya - Prop. Jawa Timur - Indonesia,94406,Tata Boga,Aktif,Universitas Negeri Surabaya,9,94
3071,D3,6,35,Kota Surabaya - Prop. Jawa Timur - Indonesia,94405,Tata Busana,Aktif,Universitas Negeri Surabaya,9,94
3072,D3,5,84,Kota Surabaya - Prop. Jawa Timur - Indonesia,20401,Teknik Listrik,Aktif,Universitas Negeri Surabaya,2,20
3073,D3,7,162,Kota Surabaya - Prop. Jawa Timur - Indonesia,21401,Teknik Mesin,Aktif,Universitas Negeri Surabaya,2,21
3074,D3,5,107,Kota Surabaya - Prop. Jawa Timur - Indonesia,22401,Teknik Sipil,Aktif,Universitas Negeri Surabaya,2,22
3075,D3,8,100,Kota Surabaya - Prop. Jawa Timur - Indonesia,39401,Transportasi,Aktif,Universitas Negeri Surabaya,3,39
3076,S3,4,19,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,74001,Ilmu Hukum,Aktif,Universitas Muhammadiyah Surakarta,7,74
3077,S2,6,196,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,86104,Administrasi Pendidikan,Aktif,Universitas Muhammadiyah Surakarta,8,86
3078,S2,6,11,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,62101,Akuntansi,Aktif,Universitas Muhammadiyah Surakarta,6,62
3079,S2,6,9,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,48101,Farmasi,Aktif,Universitas Muhammadiyah Surakarta,4,48
3080,S2,4,15,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,74101,Ilmu Hukum,Aktif,Universitas Muhammadiyah Surakarta,7,74
3081,S2,6,81,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,61101,Manajemen,Aktif,Universitas Muhammadiyah Surakarta,6,61
3082,S2,5,72,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,86108,Pendidikan Islam,Aktif,Universitas Muhammadiyah Surakarta,8,86
3083,S2,5,23,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,79102,Pengkajian Bahasa,Aktif,Universitas Muhammadiyah Surakarta,7,79
3084,S2,4,5,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,76103,Pengkajian Islam,Aktif,Universitas Muhammadiyah Surakarta,7,76
3085,S2,6,59,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,73101,Psikologi,Aktif,Universitas Muhammadiyah Surakarta,7,73
3086,S2,6,89,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,73103,Psikologi Profesi,Aktif,Universitas Muhammadiyah Surakarta,7,73
3087,S2,6,29,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,21101,Teknik Mesin,Aktif,Universitas Muhammadiyah Surakarta,2,21
3088,S2,5,22,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,22101,Teknik Sipil,Aktif,Universitas Muhammadiyah Surakarta,2,22
3089,S1,24,1532,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,62201,Akuntansi,Aktif,Universitas Muhammadiyah Surakarta,6,62
3090,S1,14,455,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,23201,Arsitektur,Aktif,Universitas Muhammadiyah Surakarta,2,23
3091,S1,10,770,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,60201,Ekonomi Pembangunan,Aktif,Universitas Muhammadiyah Surakarta,6,60
3092,S1,18,711,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,48201,Farmasi,Aktif,Universitas Muhammadiyah Surakarta,4,48
3093,S1,8,449,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,11202,Fisioterapi,Aktif,Universitas Muhammadiyah Surakarta,1,11
3094,S1,11,552,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,51201,Geografi,Aktif,Universitas Muhammadiyah Surakarta,5,51
3095,S1,6,280,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,74234,Hukum Ekonomi Syari`ah (Mu`amalah),Aktif,Universitas Muhammadiyah Surakarta,7,74
3096,S1,6,36,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,76231,Ilmu Al Quran dan Tafsir (Tafsir Hadits),Aktif,Universitas Muhammadiyah Surakarta,7,76
3097,S1,13,591,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,13211,Ilmu Gizi,Aktif,Universitas Muhammadiyah Surakarta,1,13
3098,S1,24,1123,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,74201,Ilmu Hukum,Aktif,Universitas Muhammadiyah Surakarta,7,74
3099,S1,10,492,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,14201,Ilmu Keperawatan,Aktif,Universitas Muhammadiyah Surakarta,1,14
3100,S1,12,705,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,70201,Ilmu Komunikasi,Aktif,Universitas Muhammadiyah Surakarta,7,70
3101,S1,17,408,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,11201,Kedokteran,Aktif,Universitas Muhammadiyah Surakarta,1,11
3102,S1,13,557,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,13201,Kesehatan Masyarakat,Aktif,Universitas Muhammadiyah Surakarta,1,13
3103,S1,32,1597,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,61201,Manajemen,Aktif,Universitas Muhammadiyah Surakarta,6,61
3104,S1,9,658,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,86208,Pendidikan Agama Islam,Aktif,Universitas Muhammadiyah Surakarta,8,86
3105,S1,16,805,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,87209,Pendidikan Akuntansi,Aktif,Universitas Muhammadiyah Surakarta,8,87
3106,S1,16,852,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,88201,Pendidikan Bahasa Dan Sastra Indonesia,Aktif,Universitas Muhammadiyah Surakarta,8,88
3107,S1,22,982,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,88203,Pendidikan Bahasa Inggris,Aktif,Universitas Muhammadiyah Surakarta,8,88
3108,S1,18,643,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,84205,Pendidikan Biologi,Aktif,Universitas Muhammadiyah Surakarta,8,84
3109,S1,6,269,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,12201,Pendidikan Dokter Gigi,Aktif,Universitas Muhammadiyah Surakarta,1,12
3110,S1,8,290,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,87202,Pendidikan Geografi,Aktif,Universitas Muhammadiyah Surakarta,8,87
3111,S1,11,237,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,86207,Pendidikan Guru Pendidikan Anak Usia Dini,Aktif,Universitas Muhammadiyah Surakarta,8,86
3112,S1,21,870,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,86206,Pendidikan Guru Sekolah Dasar,Aktif,Universitas Muhammadiyah Surakarta,8,86
3113,S1,23,884,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,84202,Pendidikan Matematika,Aktif,Universitas Muhammadiyah Surakarta,8,84
3114,S1,0,0,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,85202,Pendidikan Olahraga,Aktif,Universitas Muhammadiyah Surakarta,8,85
3115,S1,10,302,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,87205,Pendidikan Pancasila Dan Kewarganegaraan,Aktif,Universitas Muhammadiyah Surakarta,8,87
3116,S1,5,157,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,83207,Pendidikan Teknik Informatika,Aktif,Universitas Muhammadiyah Surakarta,8,83
3117,S1,1,3,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,76234,Perbandingan Agama,Aktif,Universitas Muhammadiyah Surakarta,7,76
3118,S1,22,1136,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,73201,Psikologi,Aktif,Universitas Muhammadiyah Surakarta,7,73
3119,S1,0,0,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,87279,PSKGJ Pendidikan Akuntansi,Tutup,Universitas Muhammadiyah Surakarta,8,87
3120,S1,0,0,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,86277,PSKGJ Pendidikan Anak Usia Dini (PAUD),Tutup,Universitas Muhammadiyah Surakarta,8,86
3121,S1,0,0,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,88271,PSKGJ Pendidikan Bahasa Indonesia dan Sastra Daerah,Tutup,Universitas Muhammadiyah Surakarta,8,88
3122,S1,0,0,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,88273,PSKGJ Pendidikan Bahasa Inggris,Tutup,Universitas Muhammadiyah Surakarta,8,88
3123,S1,0,0,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,84275,PSKGJ Pendidikan Biologi,Tutup,Universitas Muhammadiyah Surakarta,8,84
3124,S1,0,0,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,86276,PSKGJ Pendidikan Guru Sekolah Dasar(PGSD),Tutup,Universitas Muhammadiyah Surakarta,8,86
3125,S1,0,0,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,84272,PSKGJ Pendidikan Matematika,Tutup,Universitas Muhammadiyah Surakarta,8,84
3126,S1,0,0,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,87275,PSKGJ Pendidikan Pancasila dan Kewarganegaraan,Tutup,Universitas Muhammadiyah Surakarta,8,87
3127,S1,18,458,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,20201,Teknik Elektro,Aktif,Universitas Muhammadiyah Surakarta,2,20
3128,S1,15,449,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,26201,Teknik Industri,Aktif,Universitas Muhammadiyah Surakarta,2,26
3129,S1,14,709,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,55201,Teknik Informatika,Aktif,Universitas Muhammadiyah Surakarta,5,55
3130,S1,17,587,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,24201,Teknik Kimia,Aktif,Universitas Muhammadiyah Surakarta,2,24
3131,S1,22,991,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,21201,Teknik Mesin,Aktif,Universitas Muhammadiyah Surakarta,2,21
3132,S1,26,1013,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,22201,Teknik Sipil,Aktif,Universitas Muhammadiyah Surakarta,2,22
3133,Profesi,2,81,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,12901,Dokter Gigi,Aktif,Universitas Muhammadiyah Surakarta,1,12
3134,Profesi,6,202,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,48901,Profesi Apoteker,Aktif,Universitas Muhammadiyah Surakarta,4,48
3135,Profesi,7,217,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,11901,Profesi Dokter,Aktif,Universitas Muhammadiyah Surakarta,1,11
3136,Profesi,0,0,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,11902,Profesi Fisioterapi,Aktif,Universitas Muhammadiyah Surakarta,1,11
3137,Profesi,6,64,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,14901,Profesi Ners,Aktif,Universitas Muhammadiyah Surakarta,1,14
3138,D4,0,0,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,11301,Fisioterapi,Tutup,Universitas Muhammadiyah Surakarta,1,11
3139,D3,3,226,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,11401,Fisioterapi,Aktif,Universitas Muhammadiyah Surakarta,1,11
3140,D3,6,37,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,13411,Gizi,Aktif,Universitas Muhammadiyah Surakarta,1,13
3141,D3,3,155,Kec. Jebres - Kota Surakarta - Prop. Jawa Tengah,14401,Keperawatan,Aktif,Universitas Muhammadiyah Surakarta,1,14
3142,S3,7,134,Kab. Sleman - Prop. D.I. Yogyakarta - Indonesia,86001,Ilmu Pendidikan,Aktif,Universitas Negeri Yogyakarta,8,86
3143,S3,6,40,Kab. Sleman - Prop. D.I. Yogyakarta - Indonesia,88001,Ilmu Pendidikan Bahasa,Aktif,Universitas Negeri Yogyakarta,8,88
3144,S3,6,37,Kab. Sleman - Prop. D.I. Yogyakarta - Indonesia,86004,Manajemen Pendidikan,Aktif,Universitas Negeri Yogyakarta,8,86
3145,S3,7,50,Kab. Sleman - Prop. D.I. Yogyakarta - Indonesia,83001,Pendidikan Teknologi Dan Kejuruan,Aktif,Universitas Negeri Yogyakarta,8,83
3146,S3,5,59,Kab. Sleman - Prop. D.I. Yogyakarta - Indonesia,86020,Penelitian Dan Evaluasi Pendidikan,Aktif,Universitas Negeri Yogyakarta,8,86
